tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime,emissions_CO2_abs,emissions_CO_abs,emissions_HC_abs,emissions_NOx_abs,emissions_PMx_abs,emissions_electricity_abs,emissions_fuel_abs
2580.00,24361400#2_0,170.13,8.89,2529.00,0.00,539419561#0_0,0.20,0.00,tripinfo_2529 emissions_2529 fcd_2529,51.00,2529,0,423.28,1.15,0.00,10.43,t_1,,0,0.00,150913.673048,5164.054027,23.205324,33.295790,7.794275,0,48140.384053
2582.00,-24611999#7_0,0.20,6.77,2535.00,0.00,24611824#15_0,12.10,0.00,tripinfo_2535 emissions_2535 fcd_2535,47.00,2535,0,372.32,1.00,0.00,18.66,t_0,,0,0.00,802351.472057,1323.272274,265.672956,6316.741952,140.290977,0,253889.579026
2583.00,409673591#0_0,0.20,4.56,1334.00,0.00,291081710#2_0,2.30,0.00,tripinfo_1334 emissions_1334 fcd_1334,1249.00,1334,0,1196.65,0.93,0.00,1146.25,t_1,,8,1071.00,1814006.146941,213263.412459,778.973061,439.625660,208.918275,0,578684.120812
2584.00,24650041#10_0,0.20,4.04,1347.00,0.00,291083090#1_0,12.10,0.00,tripinfo_1347 emissions_1347 fcd_1347,1237.00,1347,0,1924.03,1.00,0.00,1109.37,t_0,,8,1009.00,8989278.202804,26206.858089,6059.415675,89784.566862,2647.135507,0,2842922.596665
2589.00,-24611995#7_0,80.24,13.77,1521.00,0.00,1216701219#2_0,0.20,0.00,tripinfo_1521 emissions_1521 fcd_1521,1068.00,1521,0,551.93,1.00,0.00,1013.38,t_0,,7,970.00,6203642.843387,21625.593408,5142.804103,67872.639319,2161.434325,0,1961458.771601
2594.00,420397509#0_1,34.34,11.82,1915.00,0.00,-420905075_0,5.10,0.00,tripinfo_1915 emissions_1915 fcd_1915,679.00,1915,0,1646.00,0.90,0.00,547.25,t_2,,7,473.00,1888081.240417,92273.923448,464.474921,838.500124,43.184975,0,602239.952068
2597.00,1168151155#1_0,52.94,14.00,2447.00,0.00,290167854#0_0,5.10,0.00,tripinfo_2447 emissions_2447 fcd_2447,150.00,2447,0,1098.60,1.02,0.00,71.49,t_2,,2,48.00,460084.425640,13041.911596,69.784317,191.951238,8.902289,0,146748.714587
2598.00,531891659_3,20.48,11.33,1289.00,0.00,24611824#12_0,12.10,0.00,tripinfo_1289 emissions_1289 fcd_1289,1309.00,1289,0,1851.00,1.00,0.00,643.06,t_0,,6,556.00,5183673.800259,15042.168501,3488.891321,51640.341958,1520.736072,0,1639393.789523
2599.00,24611822#3_0,0.20,11.32,1306.00,0.00,420397509#1_0,0.20,0.00,tripinfo_1306 emissions_1306 fcd_1306,1293.00,1306,0,441.47,0.98,0.00,1246.61,t_2,,6,1209.00,3395434.003787,205438.277206,1015.160292,1550.525828,84.039343,0,1083056.948605
2599.00,896424071_0,77.53,13.38,2401.00,115.00,-561831375#1_0,0.20,0.00,tripinfo_2286 emissions_2286 fcd_2286,198.00,2286,0,1813.34,1.00,0.00,66.10,t_0,,1,18.00,2821765.557268,4733.453770,994.789263,22300.044978,503.412939,0,892916.040253
2602.00,370242036#0_1,88.94,12.94,2572.00,0.00,370242036#1_0,2.30,0.00,tripinfo_2572 emissions_2572 fcd_2572,30.00,2572,0,293.40,1.04,0.00,6.81,t_1,,0,0.00,129343.921672,4456.466118,20.363350,27.667087,7.065384,0,41259.831189
2608.00,308669837#1_0,99.36,11.97,1307.00,0.00,310525155#1_0,2.30,0.00,tripinfo_1307 emissions_1307 fcd_1307,1301.00,1307,0,580.02,0.90,0.00,1259.67,t_1,,8,1163.00,1755672.135446,227865.564210,824.653810,431.505036,218.346065,0,560079.189267
2608.00,332297382#0_0,66.86,4.90,1498.00,0.00,24650050#0_0,0.20,0.00,tripinfo_1498 emissions_1498 fcd_1498,1110.00,1498,0,2688.55,0.96,0.00,904.74,t_2,,12,794.00,3044096.929017,150754.705319,757.472530,1352.694362,69.942663,0,970974.402425
2608.00,420901195_0,44.07,2.38,2073.00,0.00,895026696#2_0,5.10,0.00,tripinfo_2073 emissions_2073 fcd_2073,535.00,2073,0,2727.53,0.97,0.00,371.04,t_2,,4,263.00,1718290.215117,62692.017139,326.052118,746.991018,37.675613,0,548070.558876
2611.00,-431938267#0_0,35.86,9.39,2010.00,0.00,-31280190#1_0,12.10,0.00,tripinfo_2010 emissions_2010 fcd_2010,601.00,2010,0,1070.63,1.00,0.00,477.56,t_0,,4,406.00,4272589.917319,11715.793300,2671.949156,41447.107708,1187.747813,0,1351332.970273
2614.00,426166046#1_0,138.17,13.35,364.00,0.00,-24612002#5_0,12.10,0.00,tripinfo_364 emissions_364 fcd_364,2250.00,364,0,1514.68,1.00,0.00,2109.13,t_0,,20,2033.00,13067356.512140,45216.561618,10769.733616,142371.772323,4522.927269,0,4131685.943670
2615.00,424184691#1_0,0.20,6.52,2198.00,0.00,24360702#10_0,5.10,0.00,tripinfo_2198 emissions_2198 fcd_2198,417.00,2198,0,678.97,0.94,0.00,362.43,t_2,,3,327.00,1142761.994970,60410.394649,301.835191,512.672183,26.909385,0,364507.994732
2618.00,427888490#1_0,7.52,5.58,432.00,0.00,-24612006#2_0,0.20,0.00,tripinfo_432 emissions_432 fcd_432,2186.00,432,0,2466.34,1.05,0.00,2058.53,t_2,,18,1829.00,6013568.428267,335191.547076,1667.645740,2719.641770,146.287065,0,1918160.534856
2620.00,415999043#6_0,0.20,9.07,2509.00,0.00,35972439#5_0,5.10,0.00,tripinfo_2509 emissions_2509 fcd_2509,111.00,2509,0,383.88,1.00,0.00,82.19,t_2,,2,64.00,316997.657832,13764.365448,70.090706,139.427852,7.028089,0,101111.664837
2621.00,422264046#17_0,0.20,7.82,2445.00,0.00,532187512#0_0,0.20,0.00,tripinfo_2445 emissions_2445 fcd_2445,176.00,2445,0,1222.40,0.95,0.00,65.91,t_2,,2,35.00,499923.793431,13266.469712,71.979901,208.588687,9.339166,0,159455.609859
2622.00,24360386#0_0,0.20,2.57,2278.00,0.00,31245582#1_0,12.10,0.00,tripinfo_2278 emissions_2278 fcd_2278,344.00,2278,0,1083.91,1.00,0.00,265.58,t_0,,3,209.00,3168466.363378,7629.220660,1703.867349,28955.716980,781.347973,0,1002274.708636
2623.00,-431827294#2_0,29.80,7.74,1732.00,0.00,559865548#1_0,4.31,0.00,tripinfo_1732 emissions_1732 fcd_1732,891.00,1732,0,3072.33,1.00,0.00,727.06,t_0,,5,606.00,8738162.229352,20464.478799,4533.790724,78905.161393,2099.844117,0,2764197.848111
2625.00,127636730#4_0,12.98,12.88,1907.00,0.00,431775785#2_0,2.30,0.00,tripinfo_1907 emissions_1907 fcd_1907,718.00,1907,0,2317.58,0.97,0.00,572.61,t_1,,8,501.00,1589097.445325,126250.674258,486.044636,359.570738,140.431982,0,506924.391197
2627.00,-226806372#0_0,45.33,12.65,2195.00,0.00,1166231825#1_0,0.20,0.00,tripinfo_2195 emissions_2195 fcd_2195,432.00,2195,0,1847.06,0.94,0.00,327.22,t_2,,4,232.00,1273295.779886,51581.277125,264.686458,553.498786,27.664469,0,406137.334540
2628.00,24360702#5_0,0.20,10.67,1400.00,0.00,24611822#1_0,12.10,0.00,tripinfo_1400 emissions_1400 fcd_1400,1228.00,1400,0,1452.55,1.00,0.00,1132.11,t_0,,11,995.00,8450636.208023,25825.740728,6015.419220,86395.117286,2600.684445,0,2672406.679570
2628.00,-1200753073#0_0,67.78,11.24,2182.00,1.00,160695432#1_0,12.10,0.00,tripinfo_2181 emissions_2181 fcd_2181,446.00,2181,0,1684.11,1.00,0.00,353.61,t_0,,4,251.00,4487079.189687,10102.981388,2215.405408,39844.015932,1039.771426,0,1419479.772315
2629.00,-332297382#2_0,13.34,5.46,1635.00,0.00,107938419#0_0,12.10,0.00,tripinfo_1635 emissions_1635 fcd_1635,994.00,1635,0,2354.48,1.00,0.00,816.52,t_0,,9,695.00,8108861.986712,21392.978967,4861.676417,77231.372591,2175.835458,0,2564798.517060
2630.00,24360386#10_0,86.65,2.20,2086.00,0.00,127636730#2_0,5.10,0.00,tripinfo_2086 emissions_2086 fcd_2086,544.00,2086,0,2057.14,0.96,0.00,396.89,t_2,,4,320.00,1638366.270447,68928.175599,352.321337,720.254180,36.890622,0,522582.364405
2636.00,30480341#0_0,0.20,5.28,2200.00,0.00,-431942729#8_0,2.30,0.00,tripinfo_2200 emissions_2200 fcd_2200,436.00,2200,0,1634.11,1.04,0.00,329.41,t_1,,3,298.00,980395.469814,74082.653338,286.838164,222.064967,83.328430,0,312746.385904
2637.00,-420397514#1_0,52.88,9.91,579.00,0.00,426166042#0_0,0.20,0.00,tripinfo_579 emissions_579 fcd_579,2058.00,579,0,622.92,1.04,0.00,2014.44,t_1,,12,1924.00,2694980.059497,363589.238429,1311.539676,665.937527,345.711470,0,859731.655219
2637.00,30480344#9_0,0.20,11.78,1999.00,0.00,427691216#12_0,0.20,0.00,tripinfo_1999 emissions_1999 fcd_1999,638.00,1999,0,1039.52,1.00,0.00,581.63,t_0,,5,479.00,5035130.548825,13984.179647,3195.416194,49142.533024,1416.399166,0,1592483.355380
2640.00,415999041#1_1,94.56,16.99,2160.00,0.00,24361006#1_0,2.30,0.00,tripinfo_2160 emissions_2160 fcd_2160,480.00,2160,0,900.71,1.08,0.00,425.87,t_1,,4,391.00,1014706.908975,90472.183261,343.625727,230.794193,97.897516,0,323695.544842
2642.00,427635472#12_0,0.20,0.00,970.00,0.00,24700925#1_0,12.10,0.00,tripinfo_970 emissions_970 fcd_970,1672.00,970,0,2235.03,1.00,0.00,1493.67,t_0,teleport,11,1376.00,10962992.017655,33908.478690,7946.840906,112715.027241,3414.257624,0,3466877.685428
2643.00,360618185_0,0.20,5.73,2169.00,0.00,415999042#2_0,0.20,0.00,tripinfo_2169 emissions_2169 fcd_2169,474.00,2169,0,2224.82,0.99,0.00,352.07,t_1,,8,243.00,1242571.180164,80691.450197,320.941188,274.655956,96.502072,0,396378.153570
2643.00,531955425#0_0,0.20,13.37,2548.00,174.00,291083093#0_0,0.20,0.00,tripinfo_2374 emissions_2374 fcd_2374,95.00,2374,0,656.48,1.00,0.00,36.41,t_0,,1,15.00,1126478.385560,2122.227103,461.003436,9289.885824,222.999314,0,356430.011270
2644.00,422264046#9_1,36.95,8.03,1886.00,0.00,370241718#1_0,6.83,0.00,tripinfo_1886 emissions_1886 fcd_1886,758.00,1886,0,1807.52,1.00,0.00,647.07,t_0,,5,559.00,6522614.864763,16856.485753,3807.434264,61545.905191,1716.466085,0,2063117.615490
2645.00,31268070#0_0,0.20,3.19,1072.00,5.00,1168151155#0_0,0.20,0.00,tripinfo_1067 emissions_1067 fcd_1067,1573.00,1067,0,2045.26,1.00,0.00,1441.33,t_0,,9,1317.00,10721703.993407,32978.496248,7715.902586,109935.178257,3321.353397,0,3390594.495076
2650.00,308669835#0_0,0.20,3.59,1056.00,0.00,-1200776778_0,2.30,0.00,tripinfo_1056 emissions_1056 fcd_1056,1594.00,1056,0,2192.26,1.09,0.00,1464.46,t_1,,12,1323.00,2556203.765931,277396.266339,1023.312406,607.440032,278.845529,0,815446.921843
2650.00,427643918#4_0,0.20,5.21,2444.00,0.00,-360617748#1_0,5.10,0.00,tripinfo_2444 emissions_2444 fcd_2444,206.00,2444,0,1880.68,1.10,0.00,89.85,t_2,,2,36.00,722070.151192,15940.987587,88.923950,300.959020,13.987543,0,230308.883400
2652.00,425357175#5_0,0.20,21.83,717.00,0.00,427635472#13_0,2.30,0.00,tripinfo_717 emissions_717 fcd_717,1935.00,717,0,1389.21,1.00,0.00,1795.77,t_1,,10,1720.00,2688281.066521,332302.475326,1209.360033,652.258174,323.143869,0,857588.299331
2652.00,24617784#2_0,39.37,13.63,1742.00,0.00,24212327#0_0,0.58,0.00,tripinfo_1742 emissions_1742 fcd_1742,910.00,1742,0,2660.20,1.00,0.00,730.83,t_0,,19,573.00,7661554.398353,19623.960663,4461.192358,71953.436238,2001.916879,0,2423419.698446
2659.00,291083091#1_0,0.20,8.64,2449.00,0.00,127636730#0_0,0.20,0.00,tripinfo_2449 emissions_2449 fcd_2449,210.00,2449,0,1526.62,1.09,0.00,131.41,t_1,,2,98.00,882752.553016,46068.912069,193.432387,185.534469,62.346524,0,281594.587733
2661.00,385513376#2_0,58.46,4.80,2414.00,0.00,30480344#2_0,0.20,0.00,tripinfo_2414 emissions_2414 fcd_2414,247.00,2414,0,901.40,1.04,0.00,169.07,t_1,,2,133.00,603273.096485,41529.846102,163.341958,134.915355,48.434977,0,192444.021320
2661.00,160695140#5_0,0.20,13.11,2538.00,0.00,534516113_0,2.30,0.00,tripinfo_2538 emissions_2538 fcd_2538,123.00,2538,0,1481.85,1.06,0.00,32.97,t_1,,1,8.00,633083.803344,22549.459914,103.033716,133.010768,35.918861,0,201948.972066
2661.00,1216701219#3_0,0.20,5.71,2543.00,0.00,30480344#0_0,0.20,0.00,tripinfo_2543 emissions_2543 fcd_2543,118.00,2543,0,598.48,1.03,0.00,60.42,t_2,,2,40.00,369030.292163,12907.580573,67.523221,160.228958,8.009351,0,117706.634893
2663.00,370242036#0_0,88.94,12.34,1452.00,0.00,1075904960_0,5.10,0.00,tripinfo_1452 emissions_1452 fcd_1452,1211.00,1452,0,536.00,0.93,0.00,1168.78,t_2,,7,1135.00,3184655.856120,192485.681969,951.155911,1453.097780,78.868008,0,1015823.976849
2665.00,425209118#0_0,79.69,14.41,1788.00,0.00,36921441#5_0,0.20,0.00,tripinfo_1788 emissions_1788 fcd_1788,877.00,1788,0,2120.82,1.08,0.00,740.68,t_2,,18,611.00,2420195.619126,120695.608639,605.758214,1074.512802,55.804208,0,771969.244507
2665.00,24611820#1_0,104.54,11.91,2478.00,0.00,431776018#4_0,0.20,0.00,tripinfo_2478 emissions_2478 fcd_2478,187.00,2478,0,1167.57,1.05,0.00,109.08,t_1,,3,74.00,666282.640400,34721.827223,144.472221,143.905598,45.957266,0,212541.857450
2666.00,431771841#0_1,15.01,13.98,2442.00,0.00,-431938259#1_0,5.10,0.00,tripinfo_2442 emissions_2442 fcd_2442,224.00,2442,0,1981.93,1.03,0.00,88.80,t_2,,2,41.00,694414.380001,15682.134397,87.320103,287.808719,13.057637,0,221488.600257
2673.00,24650040#12_0,0.20,15.45,2287.00,0.00,284377776#1_0,2.30,0.00,tripinfo_2287 emissions_2287 fcd_2287,386.00,2287,0,1960.90,1.12,0.00,266.23,t_1,,3,224.00,1156518.152198,72054.574495,289.909272,252.673717,88.723775,0,368927.370955
2674.00,31921410#2_0,0.20,12.37,2576.00,0.00,420397519#5_0,2.30,0.00,tripinfo_2576 emissions_2576 fcd_2576,98.00,2576,0,463.75,1.11,0.00,74.34,t_1,,2,49.00,388130.968257,21647.775818,89.496594,82.790470,28.452104,0,123813.212506
2675.00,1205724917#0_0,0.20,5.79,2408.00,0.00,-332297382#0_0,2.30,0.00,tripinfo_2408 emissions_2408 fcd_2408,267.00,2408,0,1279.69,1.10,0.00,182.39,t_1,,2,124.00,677125.870214,42773.515225,170.539870,150.726770,51.282980,0,216001.813364
2675.00,24617782#1_0,112.89,13.96,2662.00,0.00,-24617782#0_0,0.20,0.00,tripinfo_2662 emissions_2662 fcd_2662,13.00,2662,0,120.78,1.02,0.00,3.23,t_2,,0,0.00,59731.908919,1098.882556,6.384332,24.984488,1.139101,0,19051.747584
2676.00,24361001#8_0,46.06,13.66,2490.00,0.00,421565755#1_0,12.10,0.00,tripinfo_2490 emissions_2490 fcd_2490,186.00,2490,0,900.54,1.00,0.00,119.92,t_0,,2,73.00,2391035.091550,4706.382517,991.285373,20107.576791,489.705608,0,756488.789839
2678.00,24650054#3_0,0.20,10.54,394.00,0.00,35972437#1_0,2.30,0.00,tripinfo_394 emissions_394 fcd_394,2284.00,394,0,2031.47,0.96,0.00,2160.20,t_1,,27,1932.00,3318685.902451,394032.630041,1438.948816,802.136442,386.163216,0,1058691.006198
2679.00,-24611999#6_0,52.26,12.16,1934.00,0.00,307389078#4_0,2.30,0.00,tripinfo_1934 emissions_1934 fcd_1934,745.00,1934,0,2015.62,0.89,0.00,541.42,t_1,,5,454.00,1337846.525619,112362.084227,426.043802,312.037494,119.915011,0,426776.349819
2680.00,138055545#3_0,1.81,12.95,2336.00,0.00,420385363#2_0,0.20,0.00,tripinfo_2336 emissions_2336 fcd_2336,344.00,2336,0,714.79,0.98,0.00,293.37,t_2,,3,263.00,966375.405518,48554.406096,243.622528,430.459848,22.354269,0,308244.640928
2680.00,427643918#1_0,16.93,11.62,2540.00,0.00,427691216#15_0,0.20,0.00,tripinfo_2540 emissions_2540 fcd_2540,140.00,2540,0,641.94,1.07,0.00,94.41,t_2,,2,72.00,447592.985637,16511.663129,85.612555,194.704833,9.671132,0,142765.654094
2687.00,24361001#4_1,0.20,5.22,578.00,0.00,279961139#4_0,0.20,0.00,tripinfo_578 emissions_578 fcd_578,2109.00,578,0,1050.57,1.00,0.00,1917.14,t_0,,8,1861.00,11333899.496172,40233.974156,9601.052731,125200.881126,4017.925506,0,3583442.881310
2691.00,409607687_0,134.20,31.42,2291.00,0.00,425161053#1_0,2.30,0.00,tripinfo_2291 emissions_2291 fcd_2291,400.00,2291,0,1432.88,1.16,0.00,316.97,t_1,,5,285.00,1002650.076662,74894.910548,291.882511,223.083809,85.938876,0,319845.884115
2692.00,-279961139#4_0,0.20,3.09,2637.00,0.00,-426166042#0_0,0.20,0.00,tripinfo_2637 emissions_2637 fcd_2637,55.00,2637,0,380.87,1.00,0.00,25.88,t_0,,1,3.00,913576.039646,1521.209465,301.010116,7223.338084,160.760190,0,289078.325177
2693.00,421565755#2_0,0.20,12.02,2450.00,0.00,24212577#0_0,0.20,0.00,tripinfo_2450 emissions_2450 fcd_2450,243.00,2450,0,998.99,0.97,0.00,143.24,t_1,,4,103.00,573005.877049,36666.651883,145.748519,128.115679,43.691083,0,182788.091680
2696.00,-293091044#0_0,147.49,12.62,1748.00,0.00,432145967#1_0,5.10,0.00,tripinfo_1748 emissions_1748 fcd_1748,948.00,1748,0,2787.84,0.97,0.00,737.67,t_2,,15,601.00,2530417.865336,121424.600100,611.242901,1112.357038,56.525684,0,807125.804089
2702.00,24672343#0_0,135.48,16.00,2100.00,0.00,30480344#2_0,0.20,0.00,tripinfo_2100 emissions_2100 fcd_2100,602.00,2100,0,2338.24,1.27,0.00,488.45,t_1,,7,375.00,1582747.032892,109572.650732,431.747163,351.484178,128.602384,0,504895.617738
2703.00,370242037#1_0,105.28,14.99,1592.00,0.00,24650041#23_0,0.20,0.00,tripinfo_1592 emissions_1592 fcd_1592,1111.00,1592,0,1351.40,1.08,0.00,1025.22,t_2,,6,919.00,3017371.228819,166133.060205,827.167615,1363.092322,72.603322,0,962456.536195
2703.00,426842857_0,15.18,2.67,2068.00,0.00,427635472#10_0,2.30,0.00,tripinfo_2068 emissions_2068 fcd_2068,635.00,2068,0,432.75,0.98,0.00,594.71,t_1,,4,566.00,909925.304065,110697.844975,403.326381,220.704647,107.953317,0,290275.129083
2704.00,425391226#3_0,0.20,2.77,2420.00,0.00,24701136#0_0,2.30,0.00,tripinfo_2420 emissions_2420 fcd_2420,284.00,2420,0,2439.42,0.90,0.00,101.33,t_1,,2,50.00,916568.564938,36878.744433,160.644624,200.403121,52.885069,0,292379.180813
2708.00,24672345_0,134.24,13.78,2183.00,0.00,35972439#5_0,5.10,0.00,tripinfo_2183 emissions_2183 fcd_2183,525.00,2183,0,2353.50,1.00,0.00,389.71,t_2,,9,277.00,1614277.218150,64025.589975,329.235938,703.506879,35.603846,0,514897.217362
2708.00,24611808#0_0,0.20,2.78,2673.00,0.00,415999038#4_0,2.30,0.00,tripinfo_2673 emissions_2673 fcd_2673,35.00,2673,0,396.80,1.10,0.00,10.08,t_1,,0,0.00,219042.580372,8247.340722,37.603092,45.153630,13.190967,0,69873.367623
2713.00,31921369#1_0,80.32,18.19,2615.00,0.00,-431942729#4_0,2.30,0.00,tripinfo_2615 emissions_2615 fcd_2615,98.00,2615,0,1348.68,1.17,0.00,17.75,t_1,,0,0.00,540012.982341,17396.497786,81.779605,113.487751,29.178780,0,172259.554449
2721.00,-431938259#4_0,0.20,12.79,2548.00,0.00,420861078_0,5.10,0.00,tripinfo_2548 emissions_2548 fcd_2548,173.00,2548,0,1585.26,1.02,0.00,78.76,t_2,,1,37.00,641744.704489,14294.792538,80.031683,270.008645,12.785960,0,204688.309064
2725.00,431996150#3_1,0.20,7.72,2533.00,0.00,370241718#9_0,0.20,0.00,tripinfo_2533 emissions_2533 fcd_2533,192.00,2533,0,778.64,1.13,0.00,157.27,t_1,,3,130.00,674562.560802,44880.784084,180.049386,143.460893,55.360718,0,215185.328502
2728.00,308669838#1_0,107.46,5.26,522.00,0.00,427643916#3_0,0.20,0.00,tripinfo_522 emissions_522 fcd_522,2206.00,522,0,1452.51,1.00,0.00,2047.23,t_0,,12,1937.00,12823148.161951,43580.550442,10310.401562,138443.983258,4360.848044,0,4054546.094856
2729.00,35972437#0_0,0.20,8.08,2154.00,0.00,434940139_0,2.30,0.00,tripinfo_2154 emissions_2154 fcd_2154,575.00,2154,0,656.07,1.00,0.00,523.53,t_1,,2,500.00,906461.071066,100743.886359,370.940207,216.044995,100.824559,0,289168.258669
2736.00,150173777#0_0,0.20,0.00,1175.00,0.00,291083090#1_0,5.10,0.00,tripinfo_1175 emissions_1175 fcd_1175,1561.00,1175,0,2180.45,1.02,0.00,1417.23,t_2,teleport,9,1340.00,4303795.488869,236485.037563,1177.984386,1940.362721,103.864746,0,1372789.505145
2739.00,425391226#3_0,0.20,5.13,2523.00,0.00,24701136#2_0,2.30,0.00,tripinfo_2523 emissions_2523 fcd_2523,216.00,2523,0,2374.79,1.11,0.00,73.34,t_1,,2,38.00,1019753.477205,40084.372675,178.721237,214.914209,60.966755,0,325294.604803
2741.00,531900686_1,62.24,13.66,149.00,0.00,-24717717#2_0,12.10,0.00,tripinfo_149 emissions_149 fcd_149,2592.00,149,0,2038.62,1.00,0.00,2458.63,t_0,,32,2182.00,16099031.842857,53041.710534,12515.457820,170988.313540,5318.447197,0,5090596.207165
2742.00,432145967#1_0,116.45,13.14,2460.00,0.00,-431942729#6_0,2.30,0.00,tripinfo_2460 emissions_2460 fcd_2460,282.00,2460,0,2229.87,0.96,0.00,131.35,t_1,,3,85.00,988506.610310,45511.556724,194.146092,213.074270,63.098540,0,315328.517261
2745.00,-561831375#0_0,86.12,13.41,1038.00,0.00,150634649_0,12.10,0.00,tripinfo_1038 emissions_1038 fcd_1038,1707.00,1038,0,2395.11,1.00,0.00,1569.24,t_0,,10,1425.00,12392960.314290,36532.876606,8449.043806,124471.080819,3686.635839,0,3919294.504910
2745.00,-1200753073#0_0,67.78,11.58,2016.00,0.00,-409675309#0_0,0.66,0.00,tripinfo_2016 emissions_2016 fcd_2016,729.00,2016,0,2146.01,1.03,0.00,588.04,t_1,,13,475.00,1473449.580416,122439.896645,466.892148,338.122848,133.077740,0,470033.241648
2750.00,420904982_0,74.89,12.45,2617.00,0.00,1203015395_0,2.30,0.00,tripinfo_2617 emissions_2617 fcd_2617,133.00,2617,0,1556.30,1.06,0.00,23.15,t_1,,0,0.00,574178.058677,18074.187810,84.583193,123.164567,29.804564,0,183158.017573
2754.00,893332739#2_0,0.20,10.56,1243.00,0.00,431946930#2_0,2.30,0.00,tripinfo_1243 emissions_1243 fcd_1243,1511.00,1243,0,1625.90,0.90,0.00,1412.69,t_1,,10,1338.00,2402552.214371,272108.921622,1000.931792,570.374237,271.833942,0,766432.945874
2756.00,24650050#11_0,17.72,13.58,1469.00,0.00,538952543#1_0,10.82,0.00,tripinfo_1469 emissions_1469 fcd_1469,1287.00,1469,0,2148.28,1.00,0.00,1159.94,t_0,,7,1043.00,9978212.167201,27982.064074,6408.107288,97833.275162,2832.530064,0,3155818.930855
2758.00,432234373#0_0,0.21,5.36,2546.00,0.00,-431938259#4_0,0.20,0.00,tripinfo_2546 emissions_2546 fcd_2546,212.00,2546,0,2474.70,1.00,0.00,46.17,t_0,,0,0.00,3251185.563166,4951.780511,1020.114093,24842.711030,533.228062,0,1028878.278906
2759.00,532184438#1_0,65.20,8.03,2406.00,0.00,531908095#1_0,0.20,0.00,tripinfo_2406 emissions_2406 fcd_2406,353.00,2406,0,1018.59,1.09,0.00,288.90,t_1,,6,239.00,842790.162900,64368.504248,249.566604,189.247171,72.928018,0,268851.186350
2760.00,24650041#22_0,104.35,13.98,1961.00,0.00,420385374_0,5.10,0.00,tripinfo_1961 emissions_1961 fcd_1961,799.00,1961,0,1535.98,1.03,0.00,730.29,t_2,,8,619.00,2274703.791418,117335.581875,587.712845,1019.152003,54.216348,0,725562.466928
2763.00,531952878_0,84.72,18.53,1677.00,0.00,534510791_0,0.20,0.00,tripinfo_1677 emissions_1677 fcd_1677,1086.00,1677,0,1441.00,0.86,0.00,751.14,t_1,,6,690.00,1417072.617018,145872.806479,541.538845,334.389530,148.888576,0,452055.225535
2765.00,893294170_2,49.56,12.11,2040.00,0.00,24650050#9_0,0.20,0.00,tripinfo_2040 emissions_2040 fcd_2040,725.00,2040,0,1039.55,1.00,0.00,656.25,t_1,,15,554.00,1199925.318346,124949.222818,462.632040,284.923837,126.520863,0,382783.597035
2770.00,415999041#2_0,0.20,5.67,1978.00,0.00,-637272010#1_0,8.76,0.00,tripinfo_1978 emissions_1978 fcd_1978,792.00,1978,0,960.27,1.00,0.00,324.94,t_0,,1,301.00,2472805.219938,7510.327740,1752.225005,25196.860283,756.890142,0,782003.448807
2776.00,534510784#1_0,106.82,16.28,2063.00,0.00,24560089#2-AddedOffRampEdge_0,2.30,0.00,tripinfo_2063 emissions_2063 fcd_2063,713.00,2063,0,1889.70,1.17,0.00,598.62,t_1,,3,538.00,1532457.680474,128580.076760,491.622379,347.863821,141.088193,0,488857.803217
2779.00,895026696#1_0,0.20,7.56,2689.00,3.00,30480341#1_0,0.20,0.00,tripinfo_2686 emissions_2686 fcd_2686,90.00,2686,0,932.76,1.04,0.00,24.81,t_2,,1,3.00,309118.662523,5159.472489,30.477896,125.596056,5.465002,0,98594.911275
2782.00,1171326266#0_1,16.45,13.00,2284.00,0.00,1032738063_0,0.20,0.00,tripinfo_2284 emissions_2284 fcd_2284,498.00,2284,0,2336.42,1.06,0.00,389.20,t_1,,7,286.00,1555224.752262,99442.109671,399.521478,335.654378,122.374875,0,496114.417818
2789.00,-24360705#0_0,0.20,13.57,1570.00,0.00,531908584#2_0,0.20,0.00,tripinfo_1570 emissions_1570 fcd_1570,1219.00,1570,0,2172.02,1.00,0.00,1098.10,t_0,,12,947.00,9023272.999263,25850.700128,5967.517381,89352.979729,2614.677704,0,2853743.224051
2790.00,431729147#1_0,0.20,6.23,2043.00,0.00,534436815#2_0,12.10,0.00,tripinfo_2043 emissions_2043 fcd_2043,747.00,2043,0,2186.80,1.00,0.00,600.64,t_0,,15,468.00,6108056.719638,15868.403855,3627.582787,57724.226385,1617.785410,0,1932011.494570
2791.00,291083104#9_0,0.20,10.41,2335.00,0.00,35972439#2_0,2.30,0.00,tripinfo_2335 emissions_2335 fcd_2335,456.00,2335,0,1515.51,0.95,0.00,373.08,t_1,,10,289.00,1076914.043429,81055.216845,315.129928,240.923831,92.339663,0,343536.666728
