tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime,emissions_CO2_abs,emissions_CO_abs,emissions_HC_abs,emissions_NOx_abs,emissions_PMx_abs,emissions_electricity_abs,emissions_fuel_abs
64.00,531912914#0_0,92.07,20.44,41.00,0.00,370241717#2_0,2.63,0.00,tripinfo_41 emissions_41 fcd_41,23.00,41,0,266.00,0.97,0.00,9.98,t_2,,0,0.00,139527.950399,2342.774890,14.022652,59.217543,2.852126,0,44502.718224
69.00,561831375#0_0,86.12,13.84,16.00,0.00,31921410#2_0,0.20,0.00,tripinfo_16 emissions_16 fcd_16,53.00,16,0,319.65,1.00,0.00,26.06,t_0,,2,12.00,713013.292817,1355.440681,291.493679,5904.882691,142.066889,0,225600.660491
78.00,24612009#2_0,0.34,13.13,12.00,0.00,534553368#1_0,3.07,0.00,tripinfo_12 emissions_12 fcd_12,66.00,12,0,455.83,0.98,0.00,43.08,t_2,,2,20.00,241242.300409,6940.936613,37.301462,104.321288,5.101342,0,76946.284339
93.00,24360382#3_0,0.20,14.04,39.00,0.00,24360576#2_0,0.20,0.00,tripinfo_39 emissions_39 fcd_39,54.00,39,0,569.86,1.07,0.00,12.19,t_1,,0,0.00,254458.628197,8766.610670,40.398547,53.880371,14.132036,0,81170.593386
105.00,173677133#0_0,0.20,13.42,1.00,0.00,24360702#5_0,0.20,0.00,tripinfo_1 emissions_1 fcd_1,104.00,1,0,995.38,1.00,0.00,28.38,t_0,,0,0.00,1782745.423627,2788.654277,554.020074,13776.120974,297.702262,0,564142.133001
106.00,24650052#9_0,0.20,12.04,47.00,0.00,-24681474#1_0,2.30,0.00,tripinfo_47 emissions_47 fcd_47,59.00,47,0,668.87,1.06,0.00,11.14,t_1,,0,0.00,279859.391429,9127.937953,42.451025,59.610914,14.950316,0,89272.993093
113.00,273360351#7_0,120.76,13.32,53.00,0.00,-35972438#7_0,5.10,0.00,tripinfo_53 emissions_53 fcd_53,60.00,53,0,643.20,0.98,0.00,12.54,t_2,,0,0.00,205127.822107,3075.303139,18.645362,83.346453,3.590666,0,65426.332663
117.00,31922232#2_0,14.29,9.83,7.00,0.00,420385362#2_0,2.30,0.00,tripinfo_7 emissions_7 fcd_7,110.00,7,0,1022.79,0.86,0.00,23.20,t_1,,0,0.00,396781.608790,14002.923131,63.592435,84.908528,21.893060,0,126570.611278
118.00,425205867#2_0,158.86,11.55,15.00,0.00,428066862#1_0,2.30,0.00,tripinfo_15 emissions_15 fcd_15,103.00,15,0,1333.89,0.94,0.00,19.74,t_1,,0,0.00,478661.620536,16101.234592,74.986935,100.252161,26.470242,0,152689.162486
120.00,24611808#6_0,0.20,2.23,21.00,0.00,160695140#8_0,12.10,0.00,tripinfo_21 emissions_21 fcd_21,99.00,21,0,926.12,1.00,0.00,34.65,t_0,,0,0.00,1910877.159413,2893.597699,554.282694,14623.721830,309.196644,0,604691.317887
126.00,425426453#4_0,0.20,5.90,111.00,0.00,31921706#4_0,5.10,0.00,tripinfo_111 emissions_111 fcd_111,15.00,111,0,92.77,0.99,0.00,2.63,t_2,,0,0.00,34835.809745,870.991955,4.773843,14.586384,0.629279,0,11111.200521
133.00,427691216#19_1,75.90,9.69,86.00,0.00,291083099#1_0,2.30,0.00,tripinfo_86 emissions_86 fcd_86,47.00,86,0,423.57,0.83,0.00,8.33,t_1,,0,0.00,172523.033047,6086.339379,27.680253,36.966902,9.536259,0,55033.802787
136.00,-24611999#2_0,0.20,12.42,4.00,0.00,24717701#1_0,2.30,0.00,tripinfo_4 emissions_4 fcd_4,132.00,4,0,1163.11,1.00,0.00,56.97,t_1,,1,33.00,642088.086771,27772.577105,121.372511,134.852281,40.721084,0,204822.911602
145.00,24361011#5_0,58.55,11.26,23.00,0.00,-31921652#2_0,0.28,0.00,tripinfo_23 emissions_23 fcd_23,122.00,23,0,1139.93,0.87,0.00,25.71,t_1,,0,0.00,442268.436757,14790.907216,67.764823,95.655569,23.366025,0,141080.446601
152.00,1218176805#0_0,0.20,3.20,87.00,0.00,428066862#2_0,12.10,0.00,tripinfo_87 emissions_87 fcd_87,65.00,87,0,220.46,1.00,0.00,47.37,t_0,,1,29.00,665000.965334,1476.397207,319.104263,5874.530704,151.893769,0,210371.999823
155.00,31280190#0_0,0.20,6.09,48.00,0.00,895037920#0_0,0.20,0.00,tripinfo_48 emissions_48 fcd_48,107.00,48,0,1195.64,1.17,0.00,23.25,t_1,,0,0.00,519057.523718,18064.055110,82.782491,109.943606,28.930215,0,165575.624271
156.00,409673591#0_0,0.20,5.77,27.00,0.00,416005331#0_0,0.20,0.00,tripinfo_27 emissions_27 fcd_27,129.00,27,0,935.21,1.00,0.00,60.34,t_0,,2,24.00,1931766.518096,3317.700997,673.509208,15430.747106,350.100134,0,611252.877568
157.00,-24617780#0_0,1.35,12.98,44.00,0.00,-308669835#1_0,12.10,0.00,tripinfo_44 emissions_44 fcd_44,113.00,44,0,814.25,1.00,0.00,64.59,t_0,,1,25.00,1566439.006549,2793.338650,580.476919,12676.769415,294.041832,0,495646.122970
158.00,24611995#9_0,0.44,7.48,36.00,0.00,432370203_0,2.30,0.00,tripinfo_36 emissions_36 fcd_36,122.00,36,0,1470.45,1.10,0.00,33.85,t_1,,1,5.00,698095.912706,24891.882382,114.168282,145.786475,39.946294,0,222687.388062
159.00,-279961139#2_0,0.20,12.74,82.00,0.00,431972819#2_0,5.10,0.00,tripinfo_82 emissions_82 fcd_82,77.00,82,0,744.21,0.99,0.00,23.87,t_2,,0,0.00,299984.017206,5162.450865,30.478582,125.604930,5.736819,0,95680.941403
160.00,425426454#4_0,45.46,7.81,125.00,0.00,24611824#5_0,0.20,0.00,tripinfo_125 emissions_125 fcd_125,35.00,125,0,329.68,1.05,0.00,8.63,t_2,,0,0.00,118981.950194,2060.226165,12.073845,48.717720,2.110263,0,37949.893389
170.00,420397519#7_0,0.13,4.35,83.00,0.00,199287418#0_0,0.20,0.00,tripinfo_83 emissions_83 fcd_83,87.00,83,0,848.45,0.98,0.00,25.96,t_1,,1,1.00,357534.200261,12406.540805,56.425270,76.925674,19.460292,0,114050.861901
171.00,-24611995#5_0,40.86,12.84,0.00,0.00,415999043#5_0,5.10,0.00,tripinfo_0 emissions_0 fcd_0,171.00,0,0,1060.72,0.99,0.00,53.66,t_2,,1,16.00,452486.789903,12424.801596,66.999142,189.797142,8.507671,0,144325.257053
171.00,1168151155#0_0,0.20,5.36,56.00,0.00,30480344#1_0,0.20,0.00,tripinfo_56 emissions_56 fcd_56,115.00,56,0,1798.37,1.12,0.00,22.93,t_1,,0,0.00,784517.045436,28754.289260,132.586285,158.878235,46.976350,0,250255.260270
173.00,534433675#1_0,63.44,12.31,35.00,0.00,150166749#5_0,2.30,0.00,tripinfo_35 emissions_35 fcd_35,138.00,35,0,950.08,0.94,0.00,63.50,t_1,,1,43.00,417631.299468,19387.099544,81.641439,92.317745,26.013574,0,133222.284981
175.00,431989318#0_1,51.47,12.49,49.00,0.00,540428266_0,1.64,0.00,tripinfo_49 emissions_49 fcd_49,126.00,49,0,1854.46,1.05,0.00,42.95,t_1,,5,18.00,868239.895766,34881.571650,156.855872,175.528587,54.355364,0,276962.242176
175.00,1205724918#1_0,24.62,12.84,115.00,0.00,-279961139#1_0,0.20,0.00,tripinfo_115 emissions_115 fcd_115,60.00,115,0,573.65,0.98,0.00,19.22,t_1,,0,0.00,390707.216043,15255.877882,68.957797,80.418970,24.083730,0,124633.875850
176.00,-24700925#1_0,39.32,11.65,65.00,0.00,24611821#2_0,0.20,0.00,tripinfo_65 emissions_65 fcd_65,111.00,65,0,1398.70,0.96,0.00,28.28,t_1,,1,5.00,604481.499361,22318.090540,101.805265,124.921985,35.540629,0,192825.182496
186.00,-31268070#1_0,83.87,12.52,3.00,0.00,531908092#2_0,2.60,0.00,tripinfo_3 emissions_3 fcd_3,183.00,3,0,1705.81,0.92,0.00,67.28,t_2,,1,29.00,645469.000895,13704.346930,77.269444,269.248593,12.417312,0,205876.239892
187.00,431776018#2_0,56.92,12.47,99.00,0.00,95606290#0_0,2.30,0.00,tripinfo_99 emissions_99 fcd_99,88.00,99,0,1050.13,1.06,0.00,14.85,t_1,,0,0.00,355751.351470,11116.129233,52.219339,76.183878,18.437068,0,113481.706228
194.00,1032739461_0,0.20,14.36,11.00,0.00,24612006#0_0,0.20,0.00,tripinfo_11 emissions_11 fcd_11,183.00,11,0,1213.15,1.00,0.00,96.70,t_0,,2,55.00,2283032.368747,4344.578577,934.624343,18914.633951,455.321870,0,722361.277141
198.00,370241718#22_1,0.20,5.31,78.00,0.00,24612003#5_0,0.20,0.00,tripinfo_78 emissions_78 fcd_78,120.00,78,0,816.84,1.00,0.00,64.30,t_0,,1,40.00,1664747.842249,3051.675505,638.984920,13611.577127,320.314108,0,526740.808197
199.00,24650052#4_0,0.20,13.33,29.00,0.00,-71498398#0_0,0.20,0.00,tripinfo_29 emissions_29 fcd_29,170.00,29,0,1474.90,1.00,0.00,66.30,t_0,,1,2.00,3102091.844950,4861.416959,949.142694,24007.826422,517.755691,0,981628.819446
199.00,421491565#2_0,0.20,10.58,31.00,0.00,35972438#6_0,0.20,0.00,tripinfo_31 emissions_31 fcd_31,168.00,31,0,875.44,1.01,0.00,126.07,t_1,,3,100.00,558835.671456,34451.509822,139.442853,120.019505,43.005965,0,178267.169341
201.00,-24700925#3_0,83.28,14.08,103.00,0.00,24672345_0,2.30,0.00,tripinfo_103 emissions_103 fcd_103,98.00,103,0,1221.91,1.08,0.00,14.39,t_1,,0,0.00,369106.829480,10709.780075,50.867993,80.068227,18.019114,0,117741.435366
203.00,160695140#11_0,62.34,12.79,102.00,0.00,291083103#1_0,8.53,0.00,tripinfo_102 emissions_102 fcd_102,101.00,102,0,863.11,1.00,0.00,46.31,t_0,,1,11.00,1900938.279245,3012.606008,590.445251,14768.231005,320.430630,0,601529.821341
209.00,24650041#21_0,0.20,13.40,24.00,0.00,415999042#1_0,12.10,0.00,tripinfo_24 emissions_24 fcd_24,185.00,24,0,1224.95,1.00,0.00,124.06,t_0,,2,70.00,2871965.436279,5115.814120,1048.763414,23250.054954,537.678812,0,908725.174437
214.00,420385363#2_0,0.20,10.88,75.00,0.00,895030274#0_0,2.30,0.00,tripinfo_75 emissions_75 fcd_75,139.00,75,0,960.50,0.92,0.00,76.08,t_1,,1,50.00,507209.292792,25587.882066,107.436614,108.337757,34.509063,0,161797.695579
214.00,424184691#3_0,0.20,13.32,125.00,3.00,138055545#0_0,0.20,0.00,tripinfo_122 emissions_122 fcd_122,89.00,122,0,687.83,1.00,0.00,37.11,t_0,,1,6.00,1434520.443814,2396.385870,484.429307,11343.200087,253.783787,0,453924.693830
216.00,427635472#4_0,111.70,12.95,145.00,0.00,-1167166955#0_0,0.20,0.00,tripinfo_145 emissions_145 fcd_145,71.00,145,0,605.56,1.02,0.00,14.66,t_2,,0,0.00,220665.243323,4078.726358,23.638107,91.209824,3.958448,0,70382.377357
218.00,415999044#2_0,0.54,13.29,58.00,0.00,24611811#1_0,5.10,0.00,tripinfo_58 emissions_58 fcd_58,160.00,58,0,839.49,0.99,0.00,109.29,t_2,,2,75.00,542968.109479,18522.108782,97.006512,235.417402,11.628730,0,173185.984514
220.00,415999045#2_0,0.20,11.77,30.00,0.00,89383700#5_0,2.21,0.00,tripinfo_30 emissions_30 fcd_30,190.00,30,0,1105.28,0.94,0.00,112.29,t_2,,2,72.00,601485.245564,18801.323030,99.581488,256.433681,12.160826,0,191850.424468
220.00,531955425#0_0,0.20,4.51,100.00,0.00,539419560#3_0,0.20,0.00,tripinfo_100 emissions_100 fcd_100,120.00,100,0,948.54,1.00,0.00,50.80,t_0,,1,3.00,2050705.165640,3333.190593,659.734608,16070.530943,353.554794,0,648910.494893
221.00,31921706#0_0,0.20,5.33,51.00,0.00,420901198#3_0,5.10,0.00,tripinfo_51 emissions_51 fcd_51,170.00,51,0,1781.07,1.05,0.00,53.35,t_2,,1,18.00,600677.976183,11544.795330,66.544626,248.773960,11.591347,0,191589.211690
224.00,420861077_0,35.74,10.42,90.00,0.00,425161060#5_0,0.20,0.00,tripinfo_90 emissions_90 fcd_90,134.00,90,0,1238.35,1.00,0.00,52.80,t_0,,1,22.00,1939748.295103,3280.307667,690.177977,15374.732357,348.501467,0,613807.285897
227.00,24360702#9_0,0.20,13.41,165.00,0.00,428066863#2_0,0.20,0.00,tripinfo_165 emissions_165 fcd_165,62.00,165,0,724.06,1.01,0.00,17.54,t_2,,0,0.00,310742.348626,4968.585338,29.955327,131.494398,6.272117,0,99111.780188
229.00,420901195_0,44.07,2.51,2.00,0.00,425357175#3_0,5.10,0.00,tripinfo_2 emissions_2 fcd_2,227.00,2,0,2413.03,0.92,0.00,30.78,t_2,,0,0.00,575431.050580,7938.985765,48.775157,221.654166,8.651954,0,183537.415201
229.00,150166750#1_0,88.86,17.62,140.00,0.00,424184691#2_0,5.10,0.00,tripinfo_140 emissions_140 fcd_140,89.00,140,0,997.10,1.01,0.00,17.19,t_2,,0,0.00,302385.915778,4187.162407,25.736887,121.016512,5.124143,0,96447.189233
231.00,532184438#1_1,65.20,20.59,129.00,0.00,24360576#2_0,0.20,0.00,tripinfo_129 emissions_129 fcd_129,102.00,129,0,231.31,0.93,0.00,84.52,t_1,,2,72.00,242245.787779,19044.778834,73.523369,54.626264,21.341096,0,77276.850065
236.00,424689413#1_0,10.32,22.35,50.00,0.00,-1205730247_0,5.10,0.00,tripinfo_50 emissions_50 fcd_50,186.00,50,0,1590.62,1.00,0.00,62.06,t_2,,1,32.00,593206.374207,13336.414376,74.516564,244.642234,10.949030,0,189207.756838
237.00,308669837#1_0,99.36,11.26,43.00,0.00,895098973_0,0.20,0.00,tripinfo_43 emissions_43 fcd_43,194.00,43,0,1723.66,0.89,0.00,69.97,t_2,,2,36.00,625524.162499,13948.594212,78.078126,257.667365,11.561519,0,199515.723014
239.00,893332739#2_0,0.20,13.64,104.00,0.00,24650050#0_0,0.20,0.00,tripinfo_104 emissions_104 fcd_104,135.00,104,0,795.01,1.00,0.00,75.40,t_0,,1,43.00,1889093.151865,3487.814568,722.341884,15499.264580,365.221301,0,597714.747282
241.00,532184443_0,0.20,5.47,26.00,0.00,24360577#4_0,12.10,0.00,tripinfo_26 emissions_26 fcd_26,215.00,26,0,952.57,1.00,0.00,144.15,t_0,,3,89.00,2365216.484933,4943.791574,1062.894451,20366.714018,511.923536,0,748283.683514
244.00,422264046#21_1,0.20,8.20,10.00,0.00,427906278#4_0,0.20,0.00,tripinfo_10 emissions_10 fcd_10,234.00,10,0,2420.71,1.00,0.00,104.04,t_0,,2,22.00,4822001.648562,7236.053658,1390.863632,36784.638089,774.524017,0,1525921.819598
248.00,107938380#2_0,47.52,12.17,101.00,0.00,431938262#0_0,0.20,0.00,tripinfo_101 emissions_101 fcd_101,147.00,101,0,1704.87,1.00,0.00,26.31,t_0,,0,0.00,2331709.918117,3596.068503,744.144152,17891.061854,386.676205,0,737892.881684
250.00,160695148#1_0,91.53,13.16,42.00,0.00,24672277_0,12.10,0.00,tripinfo_42 emissions_42 fcd_42,208.00,42,0,1301.70,1.00,0.00,120.74,t_0,,3,68.00,2744248.841762,5175.996191,1094.393941,22678.935164,541.872140,0,868285.598753
251.00,425205867#0_0,0.20,4.82,28.00,0.00,1042348063#2_0,5.10,0.00,tripinfo_28 emissions_28 fcd_28,223.00,28,0,2248.18,0.95,0.00,85.88,t_2,,2,36.00,768063.833821,16278.405111,91.969443,315.815647,14.682116,0,244978.938865
251.00,310525155#6_0,62.28,12.57,76.00,0.00,273360351#8_0,0.20,0.00,tripinfo_76 emissions_76 fcd_76,175.00,76,0,1326.49,1.00,0.00,90.84,t_0,,1,42.00,2723753.189939,4673.944795,950.327793,21748.268941,493.374599,0,861856.587273
257.00,60268193#0_0,45.44,24.56,160.00,0.00,431996150#2_0,2.30,0.00,tripinfo_160 emissions_160 fcd_160,97.00,160,0,1002.00,0.94,0.00,38.53,t_1,,2,13.00,546989.410875,22475.015711,99.909654,113.233620,34.156512,0,174486.504815
258.00,307389078#4_0,610.21,8.17,5.00,0.00,150316488#1_0,5.10,0.00,tripinfo_5 emissions_5 fcd_5,253.00,5,0,2774.34,0.94,0.00,70.92,t_2,,1,15.00,927290.137730,16234.177325,95.650638,380.900152,17.567275,0,295763.235445
260.00,385513376#3_1,0.20,4.72,139.00,0.00,24360702#18_0,0.20,0.00,tripinfo_139 emissions_139 fcd_139,121.00,139,0,510.74,1.06,0.00,68.98,t_2,,2,49.00,342257.810136,13077.871321,67.510676,147.582504,7.066554,0,109168.235071
260.00,424184688#3_1,0.20,13.84,183.00,0.00,24360382#0_0,12.10,0.00,tripinfo_183 emissions_183 fcd_183,77.00,183,0,616.90,1.00,0.00,30.15,t_0,,1,1.00,1266468.067050,2076.940480,416.985929,9949.942239,220.382348,0,400753.134622
262.00,150316498#0_0,145.96,6.67,25.00,0.00,24650041#19_0,2.30,0.00,tripinfo_25 emissions_25 fcd_25,237.00,25,0,1968.72,0.95,0.00,88.70,t_1,,3,38.00,901277.680319,36755.840029,160.560973,194.524199,53.313922,0,287502.087022
264.00,-24612009#5_0,0.20,3.36,20.00,0.00,422271119#0_0,0.20,0.00,tripinfo_20 emissions_20 fcd_20,244.00,20,0,2188.32,1.00,0.00,104.54,t_0,,2,15.00,4152945.856041,6604.445839,1316.980807,32276.207031,703.539940,0,1314164.638200
264.00,1042348063#0_0,36.05,13.06,131.00,0.00,24650041#17_0,0.20,0.00,tripinfo_131 emissions_131 fcd_131,133.00,131,0,1606.95,1.02,0.00,38.15,t_2,,1,6.00,559317.795484,8910.608211,53.537451,230.137174,10.686289,0,178396.187583
267.00,531955418_1,60.78,13.83,96.00,0.00,24212577#0_0,0.20,0.00,tripinfo_96 emissions_96 fcd_96,171.00,96,0,1938.69,1.06,0.00,61.97,t_2,,1,16.00,797307.400594,15214.521950,88.303289,334.872822,16.503954,0,254304.048691
269.00,431989318#1_0,61.23,13.12,97.00,0.00,284377776#1_0,2.30,0.00,tripinfo_97 emissions_97 fcd_97,172.00,97,0,2061.19,0.98,0.00,28.49,t_1,,0,0.00,742292.146886,23849.282659,111.377204,158.093556,39.211897,0,236784.945327
269.00,431942729#1_0,0.20,2.51,113.00,0.00,30480344#3_0,5.10,0.00,tripinfo_113 emissions_113 fcd_113,156.00,113,0,1716.85,1.01,0.00,60.56,t_2,,1,29.00,666698.909498,13519.839559,77.192374,279.730829,13.632130,0,212646.602917
270.00,143603184_0,0.62,6.06,6.00,0.00,-24419176#1_0,12.10,0.00,tripinfo_6 emissions_6 fcd_6,264.00,6,0,1678.42,1.00,0.00,142.87,t_0,,3,98.00,2797703.141785,5703.799942,1266.774241,23790.089042,595.047060,0,885167.448987
271.00,24360384#2_0,6.52,12.06,93.00,0.00,431989318#1_0,5.10,0.00,tripinfo_93 emissions_93 fcd_93,178.00,93,0,1896.28,0.94,0.00,55.40,t_2,,1,14.00,646745.293970,11917.961775,69.237143,264.929958,12.108110,0,206282.726616
272.00,24612003#5_0,0.20,6.95,188.00,0.00,420397513#3_0,0.20,0.00,tripinfo_188 emissions_188 fcd_188,84.00,188,0,682.35,1.00,0.00,24.23,t_0,,0,0.00,1237309.048877,2013.850691,404.841225,9693.369116,213.967855,0,391529.596849
273.00,-24617786#1_0,30.17,10.40,98.00,0.00,356481622#1_0,5.10,0.00,tripinfo_98 emissions_98 fcd_98,175.00,98,0,2059.99,0.98,0.00,35.70,t_2,,0,0.00,613325.200474,8630.456388,53.488146,246.956478,10.821767,0,195622.295338
273.00,24360382#2_0,0.20,13.62,118.00,0.00,531908090#2_0,0.20,0.00,tripinfo_118 emissions_118 fcd_118,155.00,118,0,1121.87,1.00,0.00,84.78,t_0,,2,39.00,2527643.453811,4325.925478,875.230267,20167.608757,456.536573,0,799801.864673
273.00,532184440#2_0,0.20,6.93,121.00,0.00,31143623#0_0,0.20,0.00,tripinfo_121 emissions_121 fcd_121,152.00,121,0,1042.53,0.98,0.00,81.77,t_2,,2,48.00,538103.242147,14984.545088,80.864444,229.954235,11.067230,0,171632.697775
273.00,24361001#8_0,46.06,14.22,229.00,0.00,415999040#0_0,0.20,0.00,tripinfo_229 emissions_229 fcd_229,44.00,229,0,454.61,1.08,0.00,12.35,t_2,,0,0.00,185944.475180,3078.224767,18.257538,77.529216,3.518642,0,59307.591100
275.00,432234373#1_0,0.20,9.93,71.00,0.00,24360576#2_0,0.20,0.00,tripinfo_71 emissions_71 fcd_71,204.00,71,0,2115.14,0.96,0.00,77.21,t_2,,2,33.00,801106.598344,16252.966701,92.740980,333.397152,15.890382,0,255517.095703
277.00,24717708#2_0,26.49,5.71,193.00,0.00,-420904987_0,2.30,0.00,tripinfo_193 emissions_193 fcd_193,84.00,193,0,829.13,1.04,0.00,16.23,t_1,,0,0.00,320863.010871,10834.439989,49.690023,69.004184,17.206033,0,102353.013783
277.00,-284377776#1_0,42.95,12.61,209.00,0.00,431938267#0_0,5.10,0.00,tripinfo_209 emissions_209 fcd_209,68.00,209,0,668.57,1.00,0.00,16.67,t_2,,0,0.00,241141.343078,3998.408542,23.798376,99.657020,4.413057,0,76913.001618
278.00,431727631#0_1,27.76,15.18,168.00,0.00,160695137#3_0,2.30,0.00,tripinfo_168 emissions_168 fcd_168,110.00,168,0,1397.12,1.13,0.00,19.30,t_1,,0,0.00,493107.916211,15629.220844,73.309269,105.005223,25.946041,0,157297.231986
280.00,-896424071_0,79.50,13.86,59.00,0.00,385513379_0,12.10,0.00,tripinfo_59 emissions_59 fcd_59,221.00,59,0,2687.43,1.00,0.00,57.35,t_0,,1,1.00,4292711.930236,6301.902661,1254.032181,32449.376998,679.658531,0,1358489.339264
283.00,432198818#0_0,0.20,9.21,57.00,0.00,531937186#1_0,5.10,0.00,tripinfo_57 emissions_57 fcd_57,226.00,57,0,1342.21,1.00,0.00,136.24,t_2,,3,91.00,708661.236351,23051.845182,121.183474,301.386242,14.399377,0,226035.929545
288.00,427888491#8_0,0.20,15.22,219.00,0.00,291083091#1_0,0.20,0.00,tripinfo_219 emissions_219 fcd_219,69.00,219,0,643.87,0.99,0.00,22.10,t_2,,1,5.00,256401.616882,4772.741752,27.459453,105.805319,4.699937,0,81780.634504
290.00,24681459#0_0,33.87,11.13,273.00,0.00,538783728_0,2.30,0.00,tripinfo_273 emissions_273 fcd_273,17.00,273,0,189.87,0.98,0.00,2.98,t_1,,0,0.00,69936.309935,2144.129478,10.039067,15.227688,3.493226,0,22309.087240
292.00,107938451#1_0,16.17,13.73,202.00,0.00,427692679#3_0,2.55,0.00,tripinfo_202 emissions_202 fcd_202,90.00,202,0,907.75,1.00,0.00,21.72,t_0,,0,0.00,1449062.946657,2295.145555,469.093106,11231.405909,245.380165,0,458554.493663
293.00,538952543#4_1,104.88,13.52,114.00,0.00,-540428269_0,2.30,0.00,tripinfo_114 emissions_114 fcd_114,179.00,114,0,739.23,1.00,0.00,130.14,t_1,,3,101.00,512788.326568,33061.979643,131.986822,112.698531,39.981741,0,163578.923609
294.00,24611815#7_0,0.20,8.76,109.00,0.00,-432370643#2_0,12.10,0.00,tripinfo_109 emissions_109 fcd_109,185.00,109,0,2000.18,1.00,0.00,49.03,t_0,,0,0.00,3031891.959143,4695.089652,955.202333,23317.362130,503.469967,0,959456.036857
295.00,24612008#3_0,3.85,13.64,204.00,0.00,415999041#5_0,12.10,0.00,tripinfo_204 emissions_204 fcd_204,91.00,204,0,1013.53,1.00,0.00,23.64,t_0,,0,0.00,1467970.239230,2296.141025,475.383124,11319.646264,246.361595,0,464547.967480
297.00,427691216#18_1,0.20,3.45,105.00,0.00,24360576#2_0,0.20,0.00,tripinfo_105 emissions_105 fcd_105,192.00,105,0,1046.06,0.99,0.00,113.17,t_2,,3,84.00,564278.919287,19552.538082,101.940213,240.690816,11.547989,0,179984.130418
299.00,36921441#15_1,13.38,11.76,85.00,0.00,532184441#1_0,2.30,0.00,tripinfo_85 emissions_85 fcd_85,214.00,85,0,1420.51,0.94,0.00,101.60,t_1,,2,72.00,639805.657338,31428.851880,131.477892,140.353208,41.734817,0,204095.349292
302.00,199287595#2_0,86.76,13.31,22.00,0.00,-279961139#0_0,12.10,0.00,tripinfo_22 emissions_22 fcd_22,280.00,22,0,2485.49,1.00,0.00,108.44,t_0,,2,43.00,3951303.331224,6692.505406,1402.293228,31344.082336,710.477615,0,1250330.352066
302.00,160695137#2_0,31.87,11.92,72.00,0.00,24717706#0_0,5.10,0.00,tripinfo_72 emissions_72 fcd_72,230.00,72,0,2629.18,0.99,0.00,35.61,t_2,,0,0.00,678668.936121,8540.762447,53.921452,265.595043,10.687107,0,216464.620952
303.00,420861084#0_0,28.76,17.79,116.00,0.00,370241718#8_0,0.20,0.00,tripinfo_116 emissions_116 fcd_116,187.00,116,0,2127.90,0.97,0.00,61.74,t_2,,2,22.00,789520.326164,15309.710185,88.114812,328.304774,15.762436,0,251821.080833
305.00,-423002225#0_0,0.20,21.31,117.00,0.00,186532772#1_0,5.10,0.00,tripinfo_117 emissions_117 fcd_117,188.00,117,0,1674.88,1.02,0.00,83.50,t_2,,2,46.00,697650.609860,16193.258133,89.883860,291.677887,13.731884,0,222520.504264
305.00,24611815#5_0,86.22,11.88,192.00,0.00,24681459#1_0,0.20,0.00,tripinfo_192 emissions_192 fcd_192,113.00,192,0,1204.17,0.94,0.00,24.50,t_2,,1,2.00,352856.982408,5299.560966,32.007122,140.638774,5.829368,0,112545.584071
308.00,36921441#7_1,48.03,12.62,182.00,0.00,24650052#2_0,2.30,0.00,tripinfo_182 emissions_182 fcd_182,126.00,182,0,1122.39,1.08,0.00,53.44,t_1,,1,23.00,571512.354638,24196.949743,106.269141,119.981229,35.935306,0,182309.683154
309.00,36921441#8_1,26.25,11.00,19.00,0.00,431989318#1_0,2.30,0.00,tripinfo_19 emissions_19 fcd_19,290.00,19,0,1812.47,0.89,0.00,157.26,t_1,,3,121.00,850248.754182,45761.933335,188.180168,186.614054,58.684677,0,271226.197817
310.00,160695432#0_0,0.20,2.85,79.00,0.00,160695148#2_0,0.20,0.00,tripinfo_79 emissions_79 fcd_79,231.00,79,0,1651.85,0.92,0.00,130.23,t_1,,4,82.00,917313.901382,44919.720446,190.267552,194.874112,61.756146,0,292619.276633
311.00,-427692678#5_0,123.04,15.80,249.00,0.00,291083097#7_0,0.20,0.00,tripinfo_249 emissions_249 fcd_249,62.00,249,0,770.43,1.15,0.00,23.82,t_2,,0,0.00,336358.267988,5323.626863,32.257552,141.640433,6.833286,0,107282.031023
312.00,-409675309#1_0,125.71,10.33,166.00,0.00,427691216#20_0,0.20,0.00,tripinfo_166 emissions_166 fcd_166,146.00,166,0,1168.91,1.07,0.00,69.56,t_1,,2,9.00,613127.098866,25666.012511,112.748486,129.503521,38.004873,0,195584.718449
314.00,427635472#14_0,0.20,11.40,214.00,0.00,425426453#6_0,0.20,0.00,tripinfo_214 emissions_214 fcd_214,100.00,214,0,768.18,1.01,0.00,43.66,t_2,,1,31.00,293484.651603,8237.407923,44.079224,121.057205,5.498028,0,93610.154222
315.00,-24611999#1_0,0.20,13.55,246.00,0.00,273360351#2_0,0.20,0.00,tripinfo_246 emissions_246 fcd_246,69.00,246,0,545.59,1.07,0.00,35.84,t_1,,1,6.00,275216.011893,11456.079740,50.438511,58.079148,17.067876,0,87792.743528
