timestep_time,vehicle_CO,vehicle_CO2,vehicle_HC,vehicle_NOx,vehicle_PMx,vehicle_angle,vehicle_eclass,vehicle_electricity,vehicle_fuel,vehicle_id,vehicle_lane,vehicle_noise,vehicle_pos,vehicle_route,vehicle_speed,vehicle_type,vehicle_waiting,vehicle_x,vehicle_y
53.00,0.00,0.00,0.00,0.00,0.00,270.00,HBEFA3/PC_G_EU4,0.00,0.00,4,-E0_0,62.43,24.66,!4,13.11,taxi,0.00,-24.66,101.60
53.00,44.19,30988.72,8.16,232.70,4.75,90.00,HBEFA3/Bus,0.00,9806.60,40,E0_0,78.25,90.30,!40,11.61,bus,0.00,-9.70,98.40
53.00,35.07,21303.82,6.91,167.77,3.71,90.00,HBEFA3/Bus,0.00,6741.12,41,E1_0,75.66,47.43,!41,7.37,bus,0.00,47.43,98.40
53.00,34.84,21398.44,6.92,167.77,3.70,270.00,HBEFA3/Bus,0.00,6771.18,44,-E2_0,75.55,52.38,!44,8.07,bus,0.00,147.62,101.60
53.00,26.74,12231.82,5.74,107.38,2.75,180.00,HBEFA3/Bus,0.00,3869.56,49,E6_0,73.87,17.90,!49,2.97,bus,0.00,98.40,74.90
54.00,16.89,2942.68,0.14,1.03,0.03,270.00,HBEFA3/PC_G_EU4,0.00,938.59,13,-E1_0,64.06,81.64,!13,12.33,taxi,0.00,11.16,101.60
54.00,30.04,4037.94,0.23,1.51,0.06,180.00,HBEFA3/PC_G_EU4,0.00,1287.92,16,E6_0,65.69,85.99,!16,13.71,taxi,0.00,98.40,6.81
54.00,128.06,7448.93,0.76,3.21,0.15,0.00,HBEFA3/PC_G_EU4,0.00,2375.85,21,-E5_0,69.26,19.96,!21,10.12,taxi,0.00,101.60,127.16
54.00,53.45,5276.49,0.37,2.09,0.09,0.00,HBEFA3/PC_G_EU4,0.00,1682.95,23,-E5_0,66.86,52.32,!23,14.06,taxi,0.00,101.60,159.52
54.00,164.78,2624.72,0.81,1.20,0.07,83.22,HBEFA3/PC_G_EU4,0.00,837.22,24,:J2_11_0,55.94,3.97,!24,0.00,taxi,4.00,96.71,98.99
54.00,164.65,2623.84,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,836.94,27,E1_0,55.82,89.26,!27,0.01,taxi,2.00,89.26,98.40
54.00,61.83,2065.03,0.33,0.78,0.02,328.79,HBEFA3/PC_G_EU4,0.00,658.68,29,:J2_3_0,58.84,8.15,!29,6.03,taxi,0.00,101.72,106.33
54.00,153.85,2553.00,0.76,1.16,0.06,90.00,HBEFA3/PC_G_EU4,0.00,814.34,31,E1_0,56.03,67.15,!31,0.54,taxi,0.00,67.15,98.40
54.00,31.27,18267.55,6.51,145.54,3.31,270.00,HBEFA3/Bus,0.00,5780.40,33,-E2_0,74.45,37.57,!33,7.97,bus,0.00,162.43,101.60
54.00,0.00,0.00,0.00,0.00,0.00,0.00,HBEFA3/Bus,0.00,0.00,34,-E4_0,74.35,92.78,!34,13.47,bus,0.00,101.60,292.78
54.00,0.00,0.00,0.00,0.00,0.00,270.00,HBEFA3/Bus,0.00,0.00,35,-E2_0,72.07,10.29,!35,9.94,bus,0.00,189.71,101.60
54.00,20.16,5293.10,4.85,60.77,2.01,90.00,HBEFA3/Bus,0.00,1673.33,37,E1_0,66.03,81.75,!37,0.03,bus,1.00,81.75,98.40
54.00,0.00,0.00,0.00,0.00,0.00,270.00,HBEFA3/PC_G_EU4,0.00,0.00,4,-E0_0,62.92,37.39,!4,12.74,taxi,0.00,-37.39,101.60
54.00,39.25,26996.19,7.63,203.58,4.23,90.00,HBEFA3/Bus,0.00,8543.28,40,E1_0,77.45,2.47,!40,12.28,bus,0.00,2.47,98.40
54.00,20.06,8270.37,5.21,74.93,2.10,90.00,HBEFA3/Bus,0.00,2616.70,41,E1_0,70.74,54.71,!41,7.28,bus,0.00,54.71,98.40
54.00,41.50,27598.53,7.73,210.96,4.42,270.00,HBEFA3/Bus,0.00,8733.36,44,-E2_0,77.45,61.50,!44,9.11,bus,0.00,138.50,101.60
54.00,29.33,14902.38,6.09,125.43,3.05,180.00,HBEFA3/Bus,0.00,4714.83,49,E6_0,74.58,21.89,!49,3.99,bus,0.00,98.40,70.91
55.00,21.24,3719.83,0.18,1.35,0.05,180.00,HBEFA3/PC_G_EU4,0.00,1186.46,16,E7_0,65.63,7.18,!16,14.09,taxi,0.00,98.40,-7.18
55.00,119.17,7754.99,0.73,3.31,0.16,0.00,HBEFA3/PC_G_EU4,0.00,2473.46,21,-E5_0,69.23,31.87,!21,11.91,taxi,0.00,101.60,139.07
55.00,0.00,0.00,0.00,0.00,0.00,0.00,HBEFA3/PC_G_EU4,0.00,0.00,23,-E5_0,63.43,65.93,!23,13.61,taxi,0.00,101.60,173.13
55.00,164.78,2624.72,0.81,1.20,0.07,83.22,HBEFA3/PC_G_EU4,0.00,837.22,24,:J2_11_0,55.94,3.97,!24,0.00,taxi,5.00,96.71,98.99
55.00,164.74,2624.50,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.15,27,E1_0,55.92,89.27,!27,0.00,taxi,3.00,89.27,98.40
55.00,0.00,0.00,0.00,0.00,0.00,358.90,HBEFA3/PC_G_EU4,0.00,0.00,29,-E5_0,55.36,4.32,!29,5.20,taxi,0.00,101.60,111.52
55.00,163.22,2607.48,0.80,1.19,0.07,90.00,HBEFA3/PC_G_EU4,0.00,831.72,31,E1_0,53.88,67.22,!31,0.07,taxi,1.00,67.22,98.40
55.00,34.27,21154.20,6.88,165.44,3.64,270.00,HBEFA3/Bus,0.00,6693.99,33,-E2_0,75.43,46.23,!33,8.67,bus,0.00,153.77,101.60
55.00,0.00,0.00,0.00,0.00,0.00,270.00,HBEFA3/Bus,0.00,0.00,35,-E2_0,69.31,19.40,!35,9.11,bus,0.00,180.60,101.60
55.00,20.17,5291.71,4.85,60.78,2.01,90.00,HBEFA3/Bus,0.00,1672.89,37,E1_0,67.00,81.76,!37,0.01,bus,2.00,81.76,98.40
55.00,50.84,4981.51,0.35,1.96,0.08,270.00,HBEFA3/PC_G_EU4,0.00,1588.87,4,-E0_0,66.40,50.89,!4,13.50,taxi,0.00,-50.89,101.60
55.00,41.30,29061.50,7.90,217.62,4.46,90.00,HBEFA3/Bus,0.00,9196.96,40,E1_0,78.04,15.45,!40,12.97,bus,0.00,15.45,98.40
55.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/Bus,0.00,0.00,41,E1_0,57.71,58.68,!41,3.97,bus,0.00,58.68,98.40
55.00,34.63,21925.72,6.98,169.90,3.70,270.00,HBEFA3/Bus,0.00,6938.31,44,-E2_0,75.74,71.24,!44,9.74,bus,0.00,128.76,101.60
55.00,30.59,16391.53,6.28,135.13,3.20,180.00,HBEFA3/Bus,0.00,5186.22,49,E6_0,74.58,26.81,!49,4.92,bus,0.00,98.40,65.99
56.00,15.03,3501.93,0.15,1.24,0.04,180.00,HBEFA3/PC_G_EU4,0.00,1116.96,16,E7_0,65.63,21.56,!16,14.38,taxi,0.00,98.40,-21.56
56.00,119.63,8357.66,0.75,3.55,0.17,0.00,HBEFA3/PC_G_EU4,0.00,2665.68,21,-E5_0,69.77,45.48,!21,13.61,taxi,0.00,101.60,152.68
56.00,75.92,6541.26,0.50,2.67,0.12,0.00,HBEFA3/PC_G_EU4,0.00,2086.34,23,-E5_0,68.13,80.62,!23,14.69,taxi,0.00,101.60,187.82
56.00,164.78,2624.72,0.81,1.20,0.07,83.22,HBEFA3/PC_G_EU4,0.00,837.22,24,:J2_11_0,55.94,3.97,!24,0.00,taxi,6.00,96.71,98.99
56.00,164.76,2624.59,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.18,27,E1_0,55.94,89.27,!27,0.00,taxi,4.00,89.27,98.40
56.00,122.38,5644.64,0.69,2.44,0.11,0.00,HBEFA3/PC_G_EU4,0.00,1800.39,29,-E5_0,67.35,11.43,!29,7.11,taxi,0.00,101.60,118.63
56.00,164.32,2621.54,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,836.21,31,E1_0,55.75,67.24,!31,0.02,taxi,2.00,67.24,98.40
56.00,33.82,21027.12,6.87,163.93,3.60,270.00,HBEFA3/Bus,0.00,6653.88,33,-E2_0,75.43,55.52,!33,9.29,bus,0.00,144.48,101.60
56.00,33.16,20618.53,6.81,160.64,3.54,270.00,HBEFA3/Bus,0.00,6524.64,35,-E2_0,75.36,29.07,!35,9.67,bus,0.00,170.93,101.60
56.00,20.17,5289.21,4.85,60.77,2.01,90.00,HBEFA3/Bus,0.00,1672.09,37,E1_0,67.09,81.76,!37,0.01,bus,3.00,81.76,98.40
56.00,3.08,2695.26,0.07,0.88,0.02,270.00,HBEFA3/PC_G_EU4,0.00,859.67,4,-E0_0,64.63,64.50,!4,13.61,taxi,0.00,-64.50,101.60
56.00,20.16,10736.37,5.50,87.04,2.19,90.00,HBEFA3/Bus,0.00,3397.99,40,E1_0,74.66,28.34,!40,12.89,bus,0.00,28.34,98.40
56.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/Bus,0.00,0.00,41,E1_0,50.77,59.57,!41,0.89,bus,0.00,59.57,98.40
56.00,39.51,26485.10,7.57,201.63,4.23,270.00,HBEFA3/Bus,0.00,8381.25,44,-E2_0,77.05,81.78,!44,10.54,bus,0.00,118.22,101.60
56.00,35.80,21388.97,6.93,169.64,3.77,180.00,HBEFA3/Bus,0.00,6767.85,49,E6_0,76.37,32.89,!49,6.08,bus,0.00,98.40,59.91
57.00,0.00,0.00,0.00,0.00,0.00,180.00,HBEFA3/PC_G_EU4,0.00,0.00,16,E7_0,62.50,35.00,!16,13.44,taxi,0.00,98.40,-35.00
57.00,0.00,1823.56,0.00,0.47,0.00,0.00,HBEFA3/PC_G_EU4,0.00,581.65,21,-E5_0,63.96,58.95,!21,13.47,taxi,0.00,101.60,166.15
57.00,0.00,0.00,0.00,0.00,0.00,0.00,HBEFA3/PC_G_EU4,0.00,0.00,23,-E4_0,63.00,1.58,!23,13.86,taxi,0.00,101.60,201.58
57.00,164.78,2624.72,0.81,1.20,0.07,83.22,HBEFA3/PC_G_EU4,0.00,837.22,24,:J2_11_0,55.94,3.97,!24,0.00,taxi,7.00,96.71,98.99
57.00,164.77,2624.66,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.20,27,E1_0,55.94,89.27,!27,0.00,taxi,5.00,89.27,98.40
57.00,121.58,6627.74,0.71,2.85,0.13,0.00,HBEFA3/PC_G_EU4,0.00,2113.94,29,-E5_0,68.33,20.47,!29,9.04,taxi,0.00,101.60,127.67
57.00,164.40,2622.27,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,836.44,31,E1_0,55.93,67.26,!31,0.02,taxi,3.00,67.26,98.40
57.00,34.52,21898.16,6.98,169.54,3.69,270.00,HBEFA3/Bus,0.00,6929.62,33,-E2_0,75.75,65.43,!33,9.90,bus,0.00,134.57,101.60
57.00,27.27,15634.68,6.16,124.85,2.91,270.00,HBEFA3/Bus,0.00,4947.56,35,-E2_0,74.11,39.00,!35,9.93,bus,0.00,161.00,101.60
57.00,20.17,5287.04,4.85,60.76,2.01,90.00,HBEFA3/Bus,0.00,1671.41,37,E1_0,67.09,81.76,!37,0.00,bus,4.00,81.76,98.40
57.00,0.00,1946.56,0.00,0.53,0.00,270.00,HBEFA3/PC_G_EU4,0.00,620.88,4,-E0_0,64.06,78.00,!4,13.50,taxi,0.00,-78.00,101.60
57.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/Bus,0.00,0.00,40,E1_0,66.43,37.72,!40,9.38,bus,0.00,37.72,98.40
57.00,20.04,5208.91,4.84,60.11,1.99,90.00,HBEFA3/Bus,0.00,1646.70,41,E1_0,62.67,59.66,!41,0.09,bus,1.00,59.66,98.40
57.00,49.23,35365.19,8.73,263.86,5.29,270.00,HBEFA3/Bus,0.00,11191.53,44,:J2_4_0,79.30,0.63,!44,11.65,bus,0.00,106.57,101.60
57.00,32.13,18529.29,6.55,148.51,3.39,180.00,HBEFA3/Bus,0.00,5863.03,49,E6_0,74.67,39.72,!49,6.83,bus,0.00,98.40,53.08
57.00,20.17,5286.11,4.85,60.75,2.01,180.00,HBEFA3/Bus,0.00,1671.11,57,E5_0,67.11,12.10,!57,0.00,bus,0.00,98.40,187.90
58.00,33.32,4273.46,0.25,1.61,0.06,180.00,HBEFA3/PC_G_EU4,0.00,1363.04,16,E7_0,66.00,48.97,!16,13.97,taxi,0.00,98.40,-48.97
58.00,0.00,2499.88,0.05,0.79,0.02,0.00,HBEFA3/PC_G_EU4,0.00,797.36,21,-E5_0,64.45,72.48,!21,13.53,taxi,0.00,101.60,179.68
58.00,8.18,3077.28,0.11,1.05,0.03,0.00,HBEFA3/PC_G_EU4,0.00,981.52,23,-E4_0,65.16,15.64,!23,14.06,taxi,0.00,101.60,215.64
58.00,164.78,2624.72,0.81,1.20,0.07,83.22,HBEFA3/PC_G_EU4,0.00,837.22,24,:J2_11_0,55.94,3.97,!24,0.00,taxi,8.00,96.71,98.99
58.00,164.78,2624.72,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.22,27,E1_0,55.94,89.27,!27,0.00,taxi,6.00,89.27,98.40
58.00,129.29,7904.84,0.78,3.40,0.16,0.00,HBEFA3/PC_G_EU4,0.00,2521.26,29,-E5_0,69.63,31.51,!29,11.04,taxi,0.00,101.60,138.71
58.00,164.68,2624.10,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.02,31,E1_0,55.88,67.26,!31,0.00,taxi,4.00,67.26,98.40
58.00,49.30,35186.33,8.71,263.14,5.29,270.00,HBEFA3/Bus,0.00,11134.83,33,-E2_0,79.30,76.51,!33,11.08,bus,0.00,123.49,101.60
58.00,32.26,20156.01,6.75,156.63,3.45,270.00,HBEFA3/Bus,0.00,6378.40,35,-E2_0,75.40,49.40,!35,10.40,bus,0.00,150.60,101.60
58.00,20.17,5286.78,4.85,60.75,2.01,90.00,HBEFA3/Bus,0.00,1671.32,37,E1_0,67.11,81.77,!37,0.00,bus,5.00,81.77,98.40
58.00,0.00,2024.72,0.00,0.57,0.00,270.00,HBEFA3/PC_G_EU4,0.00,645.81,4,-E0_0,64.06,91.43,!4,13.43,taxi,0.00,-91.43,101.60
58.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/Bus,0.00,0.00,40,E1_0,60.49,43.18,!40,5.47,bus,0.00,43.18,98.40
58.00,20.18,5315.96,4.85,60.91,2.01,90.00,HBEFA3/Bus,0.00,1680.57,41,E1_0,66.95,59.72,!41,0.06,bus,2.00,59.72,98.40
58.00,49.32,35876.30,8.79,266.51,5.32,270.00,HBEFA3/Bus,0.00,11353.44,44,:J2_4_0,79.43,13.31,!44,12.68,bus,0.00,93.89,101.60
58.00,37.07,23208.81,7.16,180.95,3.93,180.00,HBEFA3/Bus,0.00,7344.02,49,E6_0,76.27,47.52,!49,7.79,bus,0.00,98.40,45.28
58.00,21.97,7216.06,5.10,73.65,2.21,180.00,HBEFA3/Bus,0.00,2281.99,57,E5_0,72.44,12.99,!57,0.89,bus,0.00,98.40,187.01
59.00,0.00,1993.29,0.00,0.54,0.00,180.00,HBEFA3/PC_G_EU4,0.00,635.78,16,E7_0,64.34,62.85,!16,13.88,taxi,0.00,98.40,-62.85
59.00,17.22,3452.43,0.16,1.23,0.04,0.00,HBEFA3/PC_G_EU4,0.00,1101.17,21,-E5_0,65.31,86.32,!21,13.84,taxi,0.00,101.60,193.52
59.00,0.00,0.00,0.00,0.00,0.00,0.00,HBEFA3/PC_G_EU4,0.00,0.00,23,-E4_0,63.76,29.37,!23,13.73,taxi,0.00,101.60,229.37
59.00,164.78,2624.72,0.81,1.20,0.07,83.22,HBEFA3/PC_G_EU4,0.00,837.22,24,:J2_11_0,55.94,3.97,!24,0.00,taxi,9.00,96.71,98.99
59.00,164.78,2624.72,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.22,27,E1_0,55.94,89.27,!27,0.00,taxi,7.00,89.27,98.40
59.00,110.49,7605.13,0.69,3.22,0.15,0.00,HBEFA3/PC_G_EU4,0.00,2425.66,29,-E5_0,68.97,44.17,!29,12.66,taxi,0.00,101.60,151.37
59.00,164.76,2624.60,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.18,31,E1_0,55.92,67.26,!31,0.00,taxi,5.00,67.26,98.40
59.00,52.53,38486.40,9.14,285.52,5.65,270.00,HBEFA3/Bus,0.00,12179.33,33,-E2_0,80.01,88.78,!33,12.27,bus,0.00,111.22,101.60
59.00,44.69,31313.98,8.20,235.26,4.80,270.00,HBEFA3/Bus,0.00,9909.48,35,-E2_0,78.31,60.76,!35,11.36,bus,0.00,139.24,101.60
59.00,20.17,5286.44,4.85,60.75,2.01,90.00,HBEFA3/Bus,0.00,1671.21,37,E1_0,67.11,81.77,!37,0.00,bus,6.00,81.77,98.40
59.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/Bus,0.00,0.00,40,E1_0,51.57,45.07,!40,1.89,bus,0.00,45.07,98.40
59.00,20.17,5299.37,4.85,60.82,2.01,90.00,HBEFA3/Bus,0.00,1675.31,41,E1_0,66.94,59.74,!41,0.03,bus,3.00,59.74,98.40
59.00,54.84,41132.53,9.47,302.89,5.92,270.00,HBEFA3/Bus,0.00,13016.95,44,-E1_0,80.61,12.71,!44,13.80,bus,0.00,80.09,101.60
59.00,32.25,19299.76,6.64,152.48,3.42,180.00,HBEFA3/Bus,0.00,6107.11,49,E6_0,74.82,55.92,!49,8.40,bus,0.00,98.40,36.88
59.00,23.92,9293.78,5.37,87.57,2.43,180.00,HBEFA3/Bus,0.00,2939.63,57,E5_0,72.98,14.79,!57,1.80,bus,0.00,98.40,185.21
60.00,0.00,2644.42,0.06,0.85,0.02,180.00,HBEFA3/PC_G_EU4,0.00,843.46,16,E7_0,64.81,76.81,!16,13.96,taxi,0.00,98.40,-76.81
60.00,0.00,1473.16,0.00,0.30,0.00,0.00,HBEFA3/PC_G_EU4,0.00,469.89,21,-E4_0,63.84,7.03,!21,13.60,taxi,0.00,101.60,207.03
60.00,37.12,4555.65,0.28,1.74,0.07,0.00,HBEFA3/PC_G_EU4,0.00,1453.04,23,-E4_0,66.37,43.69,!23,14.32,taxi,0.00,101.60,243.69
60.00,164.78,2624.72,0.81,1.20,0.07,83.22,HBEFA3/PC_G_EU4,0.00,837.22,24,:J2_11_0,55.94,3.97,!24,0.00,taxi,10.00,96.71,98.99
60.00,164.78,2624.72,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.22,27,E1_0,55.94,89.27,!27,0.00,taxi,8.00,89.27,98.40
60.00,12.92,2935.06,0.12,1.01,0.03,0.00,HBEFA3/PC_G_EU4,0.00,936.16,29,-E5_0,64.37,57.04,!29,12.87,taxi,0.00,101.60,164.24
60.00,164.76,2624.62,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.19,31,E1_0,55.94,67.27,!31,0.00,taxi,6.00,67.27,98.40
60.00,39.06,27091.24,7.64,203.66,4.22,270.00,HBEFA3/Bus,0.00,8573.46,33,:J2_4_0,77.62,8.86,!33,12.89,bus,0.00,98.34,101.60
60.00,39.59,27192.12,7.66,205.20,4.26,270.00,HBEFA3/Bus,0.00,8605.24,35,-E2_0,77.44,72.81,!35,12.05,bus,0.00,127.19,101.60
60.00,20.17,5286.27,4.85,60.75,2.01,90.00,HBEFA3/Bus,0.00,1671.16,37,E1_0,67.11,81.77,!37,0.00,bus,7.00,81.77,98.40
60.00,19.86,5051.51,4.82,58.99,1.97,90.00,HBEFA3/Bus,0.00,1596.89,40,E1_0,57.07,45.16,!40,0.09,bus,1.00,45.16,98.40
60.00,20.17,5292.77,4.85,60.79,2.01,90.00,HBEFA3/Bus,0.00,1673.22,41,E1_0,67.04,59.76,!41,0.01,bus,4.00,59.76,98.40
60.00,0.00,0.00,0.00,0.00,0.00,270.00,HBEFA3/Bus,0.00,0.00,44,-E1_0,73.64,26.03,!44,13.32,bus,0.00,66.77,101.60
60.00,43.79,29754.66,8.01,225.95,4.68,180.00,HBEFA3/Bus,0.00,9415.73,49,E6_0,78.04,65.43,!49,9.51,bus,0.00,98.40,27.37
60.00,26.91,12324.63,5.76,108.15,2.77,180.00,HBEFA3/Bus,0.00,3898.91,57,E5_0,74.21,17.65,!57,2.85,bus,0.00,98.40,182.35
61.00,0.00,0.00,0.00,0.00,0.00,180.00,HBEFA3/PC_G_EU4,0.00,0.00,16,E7_0,63.64,90.43,!16,13.62,taxi,0.00,98.40,-90.43
61.00,26.53,3964.47,0.21,1.47,0.05,0.00,HBEFA3/PC_G_EU4,0.00,1264.48,21,-E4_0,65.79,21.07,!21,14.04,taxi,0.00,101.60,221.07
61.00,1.99,2885.67,0.07,0.95,0.03,0.00,HBEFA3/PC_G_EU4,0.00,920.40,23,-E4_0,65.26,58.13,!23,14.45,taxi,0.00,101.60,258.13
61.00,164.78,2624.72,0.81,1.20,0.07,83.22,HBEFA3/PC_G_EU4,0.00,837.22,24,:J2_11_0,55.94,3.97,!24,0.00,taxi,11.00,96.71,98.99
61.00,164.78,2624.72,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.22,27,E1_0,55.94,89.27,!27,0.00,taxi,9.00,89.27,98.40
61.00,0.00,0.00,0.00,0.00,0.00,0.00,HBEFA3/PC_G_EU4,0.00,0.00,29,-E5_0,61.92,69.24,!29,12.20,taxi,0.00,101.60,176.44
61.00,164.77,2624.68,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.21,31,E1_0,55.94,67.27,!31,0.00,taxi,7.00,67.27,98.40
61.00,46.51,33886.91,8.53,251.30,5.03,270.00,HBEFA3/Bus,0.00,10724.07,33,-E1_0,79.16,8.19,!33,13.73,bus,0.00,84.61,101.60
61.00,0.00,0.00,0.00,0.00,0.00,270.00,HBEFA3/Bus,0.00,0.00,35,-E2_0,72.03,84.29,!35,11.48,bus,0.00,115.71,101.60
61.00,20.17,5286.11,4.85,60.75,2.01,90.00,HBEFA3/Bus,0.00,1671.11,37,E1_0,67.11,81.77,!37,0.00,bus,8.00,81.77,98.40
61.00,20.18,5323.28,4.85,60.95,2.01,90.00,HBEFA3/Bus,0.00,1682.88,40,E1_0,67.03,45.23,!40,0.07,bus,2.00,45.23,98.40
61.00,20.17,5290.90,4.85,60.78,2.01,90.00,HBEFA3/Bus,0.00,1672.63,41,E1_0,67.09,59.76,!41,0.01,bus,5.00,59.76,98.40
61.00,35.29,24192.06,7.26,182.13,3.83,270.00,HBEFA3/Bus,0.00,7656.16,44,-E1_0,77.37,39.79,!44,13.76,bus,0.00,53.01,101.60
61.00,35.11,22501.87,7.05,173.62,3.75,180.00,HBEFA3/Bus,0.00,7120.70,49,E6_0,75.95,75.56,!49,10.13,bus,0.00,98.40,17.24
61.00,27.82,13492.97,5.91,115.61,2.88,180.00,HBEFA3/Bus,0.00,4268.78,57,E5_0,73.78,21.40,!57,3.75,bus,0.00,98.40,178.60
62.00,0.00,1933.67,0.00,0.51,0.00,0.00,HBEFA3/PC_G_EU4,0.00,616.76,21,-E4_0,64.35,35.00,!21,13.93,taxi,0.00,101.60,235.00
62.00,0.00,0.00,0.00,0.00,0.00,0.00,HBEFA3/PC_G_EU4,0.00,0.00,23,-E4_0,62.61,71.66,!23,13.53,taxi,0.00,101.60,271.66
62.00,147.94,2969.89,0.74,1.33,0.07,75.18,HBEFA3/PC_G_EU4,0.00,947.30,24,:J2_15_0,62.64,1.30,!24,1.40,taxi,0.00,97.91,99.71
62.00,164.78,2624.72,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.22,27,E1_0,55.94,89.27,!27,0.00,taxi,10.00,89.27,98.40
62.00,34.97,3957.33,0.25,1.50,0.06,0.00,HBEFA3/PC_G_EU4,0.00,1262.21,29,-E5_0,65.16,81.96,!29,12.72,taxi,0.00,101.60,189.16
62.00,164.78,2624.71,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.22,31,E1_0,55.94,67.27,!31,0.00,taxi,8.00,67.27,98.40
62.00,0.00,0.00,0.00,0.00,0.00,270.00,HBEFA3/Bus,0.00,0.00,33,-E1_0,74.23,21.60,!33,13.41,bus,0.00,71.20,101.60
62.00,0.00,0.00,0.00,0.00,0.00,270.00,HBEFA3/Bus,0.00,0.00,35,-E2_0,64.45,92.16,!35,7.86,bus,0.00,107.84,101.60
62.00,20.17,5286.11,4.85,60.75,2.01,90.00,HBEFA3/Bus,0.00,1671.11,37,E1_0,67.11,81.77,!37,0.00,bus,9.00,81.77,98.40
62.00,20.17,5301.94,4.85,60.83,2.01,90.00,HBEFA3/Bus,0.00,1676.12,40,E1_0,66.91,45.26,!40,0.03,bus,3.00,45.26,98.40
62.00,20.17,5286.64,4.85,60.75,2.01,90.00,HBEFA3/Bus,0.00,1671.28,41,E1_0,67.07,59.76,!41,0.00,bus,6.00,59.76,98.40
62.00,0.00,0.00,0.00,0.00,0.00,270.00,HBEFA3/Bus,0.00,0.00,44,-E1_0,74.32,53.25,!44,13.47,bus,0.00,39.55,101.60
62.00,36.45,23935.03,7.24,183.21,3.91,180.00,HBEFA3/Bus,0.00,7574.33,49,E6_0,76.43,86.34,!49,10.78,bus,0.00,98.40,6.46
62.00,32.19,17745.38,6.46,144.85,3.37,180.00,HBEFA3/Bus,0.00,5614.63,57,E5_0,75.49,26.25,!57,4.86,bus,0.00,98.40,173.75
63.00,0.00,0.00,0.00,0.00,0.00,0.00,HBEFA3/PC_G_EU4,0.00,0.00,21,-E4_0,62.34,48.09,!21,13.08,taxi,0.00,101.60,248.09
63.00,14.66,3317.59,0.14,1.17,0.04,0.00,HBEFA3/PC_G_EU4,0.00,1058.17,23,-E4_0,65.19,85.47,!23,13.80,taxi,0.00,101.60,285.47
63.00,133.26,3322.49,0.68,1.46,0.07,56.63,HBEFA3/PC_G_EU4,0.00,1059.76,24,:J2_15_0,63.10,4.08,!24,2.78,taxi,0.00,99.94,101.50
63.00,151.28,4005.55,0.78,1.79,0.09,90.00,HBEFA3/PC_G_EU4,0.00,1277.62,27,E1_0,68.01,91.79,!27,2.52,taxi,0.00,91.79,98.40
63.00,164.78,2624.72,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.22,31,E1_0,55.94,67.27,!31,0.00,taxi,9.00,67.27,98.40
63.00,29.70,19315.48,6.62,147.46,3.23,270.00,HBEFA3/Bus,0.00,6112.97,33,-E1_0,76.48,35.26,!33,13.66,bus,0.00,57.54,101.60
63.00,0.00,0.00,0.00,0.00,0.00,267.69,HBEFA3/Bus,0.00,0.00,35,:J2_5_0,57.53,3.42,!35,4.06,bus,0.00,103.82,101.12
63.00,20.17,5286.11,4.85,60.75,2.01,90.00,HBEFA3/Bus,0.00,1671.11,37,E1_0,67.11,81.77,!37,0.00,bus,10.00,81.77,98.40
63.00,20.17,5288.03,4.85,60.76,2.01,90.00,HBEFA3/Bus,0.00,1671.72,40,E1_0,66.96,45.26,!40,0.00,bus,4.00,45.26,98.40
63.00,20.17,5286.27,4.85,60.75,2.01,90.00,HBEFA3/Bus,0.00,1671.16,41,E1_0,67.11,59.76,!41,0.00,bus,7.00,59.76,98.40
63.00,25.69,15808.19,6.16,122.54,2.79,270.00,HBEFA3/Bus,0.00,5003.08,44,-E1_0,75.86,66.83,!44,13.58,bus,0.00,25.97,101.60
63.00,30.32,16454.38,6.28,134.89,3.18,180.00,HBEFA3/Bus,0.00,5206.23,57,E5_0,74.14,31.89,!57,5.64,bus,0.00,98.40,168.11
