timestep_time,vehicle_CO,vehicle_CO2,vehicle_HC,vehicle_NOx,vehicle_PMx,vehicle_angle,vehicle_eclass,vehicle_electricity,vehicle_fuel,vehicle_id,vehicle_lane,vehicle_noise,vehicle_pos,vehicle_route,vehicle_speed,vehicle_type,vehicle_waiting,vehicle_x,vehicle_y
0.00,,,,,,,,,,,,,,,,,,,
1.00,,,,,,,,,,,,,,,,,,,
2.00,164.78,2624.72,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.22,2,E2_0,55.94,5.10,!2,0.00,taxi,0.00,112.30,98.40
3.00,147.54,3063.54,0.74,1.37,0.07,90.00,HBEFA3/PC_G_EU4,0.00,977.17,2,E2_0,63.32,6.64,!2,1.54,taxi,0.00,113.84,98.40
3.00,164.78,2624.72,0.81,1.20,0.07,180.00,HBEFA3/PC_G_EU4,0.00,837.22,3,E5_0,55.94,5.10,!3,0.00,taxi,0.00,98.40,194.90
4.00,132.05,3387.32,0.68,1.48,0.07,90.00,HBEFA3/PC_G_EU4,0.00,1080.44,2,E2_0,63.27,9.59,!2,2.95,taxi,0.00,116.79,98.40
4.00,147.37,3201.94,0.75,1.43,0.07,180.00,HBEFA3/PC_G_EU4,0.00,1021.31,3,E5_0,64.20,6.83,!3,1.73,taxi,0.00,98.40,193.17
4.00,164.78,2624.72,0.81,1.20,0.07,0.00,HBEFA3/PC_G_EU4,0.00,837.22,4,-E7_0,55.94,5.10,!4,0.00,taxi,0.00,101.60,-94.90
5.00,132.37,4827.67,0.72,2.11,0.10,90.00,HBEFA3/PC_G_EU4,0.00,1539.82,2,E2_0,66.94,14.57,!2,4.99,taxi,0.00,121.77,98.40
5.00,131.16,3554.73,0.68,1.55,0.07,180.00,HBEFA3/PC_G_EU4,0.00,1133.83,3,E5_0,63.84,10.06,!3,3.23,taxi,0.00,98.40,189.94
5.00,148.19,3518.08,0.76,1.57,0.08,0.00,HBEFA3/PC_G_EU4,0.00,1122.15,4,-E7_0,65.90,7.18,!4,2.08,taxi,0.00,101.60,-92.82
6.00,111.36,4784.10,0.62,2.05,0.09,90.00,HBEFA3/PC_G_EU4,0.00,1525.92,2,E2_0,65.61,21.13,!2,6.55,taxi,0.00,128.33,98.40
6.00,146.89,6066.30,0.81,2.67,0.13,180.00,HBEFA3/PC_G_EU4,0.00,1934.88,3,E5_0,69.69,15.88,!3,5.82,taxi,0.00,98.40,184.12
6.00,147.02,5322.22,0.80,2.35,0.11,0.00,HBEFA3/PC_G_EU4,0.00,1697.56,4,-E7_0,69.14,11.84,!4,4.66,taxi,0.00,101.60,-88.16
7.00,112.68,5810.09,0.65,2.48,0.11,90.00,HBEFA3/PC_G_EU4,0.00,1853.15,2,E2_0,67.12,29.40,!2,8.28,taxi,0.00,136.60,98.40
7.00,142.39,7222.67,0.82,3.15,0.15,180.00,HBEFA3/PC_G_EU4,0.00,2303.69,3,E5_0,69.93,24.10,!3,8.22,taxi,0.00,98.40,175.90
7.00,107.30,4267.73,0.59,1.82,0.08,0.00,HBEFA3/PC_G_EU4,0.00,1361.23,4,-E7_0,64.50,17.86,!4,6.02,taxi,0.00,101.60,-82.14
7.00,164.78,2624.72,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.22,7,E1_0,55.94,5.10,!7,0.00,taxi,0.00,5.10,98.40
8.00,112.68,6657.96,0.67,2.84,0.13,90.00,HBEFA3/PC_G_EU4,0.00,2123.57,2,E2_0,68.06,39.42,!2,10.02,taxi,0.00,146.62,98.40
8.00,144.06,8399.40,0.86,3.65,0.18,180.00,HBEFA3/PC_G_EU4,0.00,2679.00,3,E5_0,70.56,34.61,!3,10.51,taxi,0.00,98.40,165.39
8.00,133.62,6797.18,0.77,2.95,0.14,0.00,HBEFA3/PC_G_EU4,0.00,2167.98,4,-E7_0,69.08,26.08,!4,8.22,taxi,0.00,101.60,-73.92
8.00,148.69,3619.69,0.76,1.61,0.08,90.00,HBEFA3/PC_G_EU4,0.00,1154.55,7,E1_0,66.38,7.28,!7,2.18,taxi,0.00,7.28,98.40
9.00,154.15,9604.78,0.93,4.17,0.20,90.00,HBEFA3/PC_G_EU4,0.00,3063.45,2,E2_0,71.49,51.74,!2,12.32,taxi,0.00,158.94,98.40
9.00,166.34,10407.68,1.01,4.54,0.22,180.00,HBEFA3/PC_G_EU4,0.00,3319.53,3,E5_0,72.27,47.53,!3,12.93,taxi,0.00,98.40,152.47
9.00,142.85,8332.35,0.85,3.62,0.17,0.00,HBEFA3/PC_G_EU4,0.00,2657.61,4,-E7_0,70.47,36.57,!4,10.49,taxi,0.00,101.60,-63.43
9.00,143.65,5133.05,0.78,2.26,0.11,90.00,HBEFA3/PC_G_EU4,0.00,1637.22,7,E1_0,68.52,11.90,!7,4.62,taxi,0.00,11.90,98.40
9.00,164.78,2624.72,0.81,1.20,0.07,180.00,HBEFA3/PC_G_EU4,0.00,837.22,9,E4_0,55.94,5.10,!9,0.00,taxi,0.00,98.40,294.90
10.00,116.72,8320.79,0.73,3.52,0.17,90.00,HBEFA3/PC_G_EU4,0.00,2653.92,2,E2_0,69.73,65.70,!2,13.96,taxi,0.00,172.90,98.40
10.00,0.00,2182.43,0.03,0.65,0.01,180.00,HBEFA3/PC_G_EU4,0.00,696.11,3,E5_0,63.82,60.44,!3,12.90,taxi,0.00,98.40,139.56
10.00,110.37,7412.24,0.68,3.14,0.15,0.00,HBEFA3/PC_G_EU4,0.00,2364.14,4,-E7_0,68.77,48.71,!4,12.14,taxi,0.00,101.60,-51.29
10.00,132.57,5957.96,0.75,2.59,0.12,90.00,HBEFA3/PC_G_EU4,0.00,1900.32,7,E1_0,68.32,18.70,!7,6.80,taxi,0.00,18.70,98.40
10.00,147.47,3089.80,0.74,1.38,0.07,180.00,HBEFA3/PC_G_EU4,0.00,985.55,9,E4_0,63.49,6.68,!9,1.58,taxi,0.00,98.40,293.32
11.00,164.78,2624.72,0.81,1.20,0.07,0.00,HBEFA3/PC_G_EU4,0.00,837.22,11,-E6_0,55.94,5.10,!11,0.00,taxi,0.00,101.60,5.10
11.00,0.00,1899.07,0.00,0.50,0.00,90.00,HBEFA3/PC_G_EU4,0.00,605.73,2,E2_0,64.26,79.54,!2,13.84,taxi,0.00,186.74,98.40
11.00,0.00,1985.37,0.01,0.56,0.00,180.00,HBEFA3/PC_G_EU4,0.00,633.26,3,E5_0,63.62,73.26,!3,12.82,taxi,0.00,98.40,126.74
11.00,86.84,6698.23,0.56,2.77,0.13,0.00,HBEFA3/PC_G_EU4,0.00,2136.41,4,-E7_0,68.02,62.11,!4,13.40,taxi,0.00,101.60,-37.89
11.00,98.31,5067.50,0.57,2.14,0.09,90.00,HBEFA3/PC_G_EU4,0.00,1616.30,7,E1_0,65.72,26.89,!7,8.19,taxi,0.00,26.89,98.40
11.00,143.81,4684.96,0.77,2.07,0.10,180.00,HBEFA3/PC_G_EU4,0.00,1494.31,9,E4_0,67.96,10.64,!9,3.96,taxi,0.00,98.40,289.36
12.00,164.78,2624.72,0.81,1.20,0.07,180.00,HBEFA3/PC_G_EU4,0.00,837.22,10,E4_0,55.94,5.10,!10,0.00,taxi,0.00,98.40,294.90
12.00,147.41,3126.29,0.74,1.40,0.07,0.00,HBEFA3/PC_G_EU4,0.00,997.19,11,-E6_0,63.73,6.73,!11,1.63,taxi,0.00,101.60,6.73
12.00,0.00,1578.95,0.00,0.35,0.00,90.00,HBEFA3/PC_G_EU4,0.00,503.63,2,E3_0,63.93,0.27,!2,13.63,taxi,0.00,200.27,98.40
12.00,0.00,0.00,0.00,0.00,0.00,180.00,HBEFA3/PC_G_EU4,0.00,0.00,3,E5_0,60.17,84.72,!3,11.45,taxi,0.00,98.40,115.28
12.00,0.00,0.00,0.00,0.00,0.00,0.00,HBEFA3/PC_G_EU4,0.00,0.00,4,-E7_0,62.71,74.98,!4,12.87,taxi,0.00,101.60,-25.02
12.00,94.71,5586.44,0.56,2.35,0.10,90.00,HBEFA3/PC_G_EU4,0.00,1781.81,7,E1_0,66.44,36.48,!7,9.59,taxi,0.00,36.48,98.40
12.00,117.62,4485.23,0.64,1.93,0.09,180.00,HBEFA3/PC_G_EU4,0.00,1430.60,9,E4_0,65.35,16.20,!9,5.57,taxi,0.00,98.40,283.80
13.00,148.86,3651.27,0.76,1.63,0.08,180.00,HBEFA3/PC_G_EU4,0.00,1164.62,10,E4_0,66.52,7.31,!10,2.21,taxi,0.00,98.40,292.69
13.00,133.21,3680.79,0.69,1.61,0.08,0.00,HBEFA3/PC_G_EU4,0.00,1174.04,11,-E6_0,64.44,10.00,!11,3.27,taxi,0.00,101.60,10.00
13.00,164.78,2624.72,0.81,1.20,0.07,270.00,HBEFA3/PC_G_EU4,0.00,837.22,13,-E2_0,55.94,5.10,!13,0.00,taxi,0.00,194.90,101.60
13.00,17.71,3510.13,0.16,1.25,0.04,90.00,HBEFA3/PC_G_EU4,0.00,1119.58,2,E3_0,65.41,14.23,!2,13.95,taxi,0.00,214.23,98.40
13.00,0.00,0.00,0.00,0.00,0.00,180.00,HBEFA3/PC_G_EU4,0.00,0.00,3,E5_0,53.22,92.05,!3,7.34,taxi,0.00,98.40,107.95
13.00,0.00,0.00,0.00,0.00,0.00,0.00,HBEFA3/PC_G_EU4,0.00,0.00,4,-E7_0,60.38,86.55,!4,11.57,taxi,0.00,101.60,-13.45
13.00,134.13,8376.26,0.81,3.61,0.17,90.00,HBEFA3/PC_G_EU4,0.00,2671.61,7,E1_0,70.10,48.11,!7,11.63,taxi,0.00,48.11,98.40
13.00,135.49,6673.62,0.78,2.90,0.14,180.00,HBEFA3/PC_G_EU4,0.00,2128.57,9,E4_0,69.11,24.02,!9,7.82,taxi,0.00,98.40,275.98
14.00,127.83,3778.74,0.67,1.65,0.08,180.00,HBEFA3/PC_G_EU4,0.00,1205.27,10,E4_0,64.31,11.08,!10,3.77,taxi,0.00,98.40,288.92
14.00,123.95,4425.52,0.67,1.92,0.09,0.00,HBEFA3/PC_G_EU4,0.00,1411.56,11,-E6_0,65.59,15.00,!11,5.00,taxi,0.00,101.60,15.00
14.00,150.11,3847.49,0.77,1.72,0.09,270.00,HBEFA3/PC_G_EU4,0.00,1227.21,13,-E2_0,67.37,7.49,!13,2.39,taxi,0.00,192.51,101.60
14.00,164.78,2624.72,0.81,1.20,0.07,180.00,HBEFA3/PC_G_EU4,0.00,837.22,14,E5_0,55.94,5.10,!14,0.00,taxi,0.00,98.40,194.90
14.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,2,E3_0,63.52,27.80,!2,13.57,taxi,0.00,227.80,98.40
14.00,0.00,0.00,0.00,0.00,0.00,201.44,HBEFA3/PC_G_EU4,0.00,0.00,3,:J2_0_0,53.37,4.93,!3,5.68,taxi,0.00,96.64,102.78
14.00,0.00,0.00,0.00,0.00,0.00,0.00,HBEFA3/PC_G_EU4,0.00,0.00,4,-E7_0,57.35,96.05,!4,9.50,taxi,0.00,101.60,-3.95
14.00,157.07,10241.01,0.96,4.43,0.22,90.00,HBEFA3/PC_G_EU4,0.00,3266.37,7,E1_0,71.81,61.93,!7,13.83,taxi,0.00,61.93,98.40
14.00,134.28,7682.29,0.80,3.32,0.16,180.00,HBEFA3/PC_G_EU4,0.00,2450.28,9,E4_0,69.69,33.98,!9,9.96,taxi,0.00,98.40,266.02
15.00,112.36,3925.51,0.60,1.68,0.08,180.00,HBEFA3/PC_G_EU4,0.00,1252.08,10,E4_0,63.89,16.18,!10,5.09,taxi,0.00,98.40,283.82
15.00,117.90,5228.69,0.66,2.25,0.10,0.00,HBEFA3/PC_G_EU4,0.00,1667.72,11,-E6_0,66.58,21.76,!11,6.77,taxi,0.00,101.60,21.76
15.00,123.79,3554.12,0.65,1.54,0.07,270.00,HBEFA3/PC_G_EU4,0.00,1133.63,13,-E2_0,63.35,11.22,!13,3.73,taxi,0.00,188.78,101.60
15.00,147.40,3245.91,0.75,1.45,0.07,180.00,HBEFA3/PC_G_EU4,0.00,1035.34,14,E5_0,64.46,6.88,!14,1.78,taxi,0.00,98.40,193.12
15.00,164.78,2624.72,0.81,1.20,0.07,180.00,HBEFA3/PC_G_EU4,0.00,837.22,15,E4_0,55.94,5.10,!15,0.00,taxi,0.00,98.40,294.90
15.00,1.43,2631.02,0.07,0.85,0.02,90.00,HBEFA3/PC_G_EU4,0.00,839.18,2,E3_0,64.62,41.46,!2,13.66,taxi,0.00,241.46,98.40
15.00,0.00,0.00,0.00,0.00,0.00,258.86,HBEFA3/PC_G_EU4,0.00,0.00,3,-E1_0,57.78,1.36,!3,5.46,taxi,0.00,91.44,101.60
15.00,0.00,0.00,0.00,0.00,0.00,0.00,HBEFA3/PC_G_EU4,0.00,0.00,4,-E6_0,54.08,3.12,!4,7.17,taxi,0.00,101.60,3.12
15.00,4.05,2849.44,0.08,0.94,0.02,90.00,HBEFA3/PC_G_EU4,0.00,908.85,7,E1_0,64.95,75.90,!7,13.96,taxi,0.00,75.90,98.40
15.00,113.29,7380.12,0.69,3.14,0.15,180.00,HBEFA3/PC_G_EU4,0.00,2353.90,9,E4_0,68.78,45.66,!9,11.67,taxi,0.00,98.40,254.34
16.00,115.57,5136.26,0.65,2.21,0.10,180.00,HBEFA3/PC_G_EU4,0.00,1638.24,10,E4_0,66.34,22.98,!10,6.80,taxi,0.00,98.40,277.02
16.00,123.99,6599.89,0.72,2.85,0.13,0.00,HBEFA3/PC_G_EU4,0.00,2105.05,11,-E6_0,68.41,30.51,!11,8.75,taxi,0.00,101.60,30.51
16.00,123.07,4717.93,0.67,2.04,0.09,270.00,HBEFA3/PC_G_EU4,0.00,1504.82,13,-E2_0,66.07,16.74,!13,5.52,taxi,0.00,183.26,101.60
16.00,142.26,4715.54,0.76,2.08,0.10,180.00,HBEFA3/PC_G_EU4,0.00,1504.06,14,E5_0,67.80,10.99,!14,4.11,taxi,0.00,98.40,189.01
16.00,150.83,3946.26,0.78,1.76,0.09,180.00,HBEFA3/PC_G_EU4,0.00,1258.71,15,E4_0,67.77,7.57,!15,2.47,taxi,0.00,98.40,292.43
16.00,164.78,2624.72,0.81,1.20,0.07,90.00,HBEFA3/PC_G_EU4,0.00,837.22,16,E0_0,55.94,5.10,!16,0.00,taxi,0.00,-94.90,98.40
16.00,41.32,4754.41,0.30,1.83,0.07,90.00,HBEFA3/PC_G_EU4,0.00,1516.43,2,E3_0,66.52,55.75,!2,14.30,taxi,0.00,255.75,98.40
16.00,117.34,5478.00,0.66,2.35,0.11,270.00,HBEFA3/PC_G_EU4,0.00,1747.23,3,-E1_0,66.89,8.61,!3,7.25,taxi,0.00,84.19,101.60
16.00,88.22,4659.32,0.51,1.94,0.08,0.00,HBEFA3/PC_G_EU4,0.00,1486.12,4,-E6_0,64.94,11.47,!4,8.35,taxi,0.00,101.60,11.47
16.00,14.56,3442.75,0.15,1.22,0.04,90.00,HBEFA3/PC_G_EU4,0.00,1098.08,7,E1_0,65.52,90.15,!7,14.25,taxi,0.00,90.15,98.40
16.00,148.63,9810.96,0.91,4.23,0.21,180.00,HBEFA3/PC_G_EU4,0.00,3129.21,9,E4_0,71.34,59.41,!9,13.76,taxi,0.00,98.40,240.59
17.00,98.34,5072.92,0.57,2.14,0.09,180.00,HBEFA3/PC_G_EU4,0.00,1618.03,10,E4_0,65.73,31.18,!10,8.20,taxi,0.00,98.40,268.82
17.00,113.41,6903.77,0.68,2.94,0.14,0.00,HBEFA3/PC_G_EU4,0.00,2201.97,11,-E6_0,68.32,41.00,!11,10.49,taxi,0.00,101.60,41.00
17.00,129.03,6247.60,0.74,2.71,0.13,270.00,HBEFA3/PC_G_EU4,0.00,1992.70,13,-E2_0,68.36,24.35,!13,7.61,taxi,0.00,175.65,101.60
17.00,126.90,5256.03,0.70,2.28,0.11,180.00,HBEFA3/PC_G_EU4,0.00,1676.44,14,E5_0,67.14,17.07,!14,6.08,taxi,0.00,98.40,182.93
17.00,132.74,4481.17,0.71,1.96,0.09,180.00,HBEFA3/PC_G_EU4,0.00,1429.31,15,E4_0,66.38,12.01,!15,4.44,taxi,0.00,98.40,287.99
17.00,147.60,3044.17,0.74,1.36,0.07,90.00,HBEFA3/PC_G_EU4,0.00,970.99,16,E0_0,63.18,6.61,!16,1.51,taxi,0.00,-93.39,98.40
17.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,2,E3_0,62.22,69.01,!2,13.26,taxi,0.00,269.01,98.40
17.00,124.01,6835.60,0.73,2.94,0.14,270.00,HBEFA3/PC_G_EU4,0.00,2180.23,3,-E1_0,68.61,17.84,!3,9.22,taxi,0.00,74.96,101.60
17.00,40.20,2398.95,0.24,0.87,0.02,0.00,HBEFA3/PC_G_EU4,0.00,765.18,4,-E6_0,61.15,19.96,!4,8.49,taxi,0.00,101.60,19.96
17.00,0.00,0.00,0.00,0.00,0.00,180.00,HBEFA3/PC_G_EU4,0.00,0.00,9,E4_0,62.22,72.34,!9,12.92,taxi,0.00,98.40,227.66
18.00,108.64,6392.67,0.65,2.72,0.12,180.00,HBEFA3/PC_G_EU4,0.00,2038.96,10,E4_0,67.68,41.04,!10,9.87,taxi,0.00,98.40,258.96
18.00,160.51,10093.89,0.97,4.39,0.22,0.00,HBEFA3/PC_G_EU4,0.00,3219.45,11,-E6_0,71.92,53.84,!11,12.84,taxi,0.00,101.60,53.84
18.00,101.48,5694.75,0.60,2.41,0.11,270.00,HBEFA3/PC_G_EU4,0.00,1816.36,13,-E2_0,66.68,33.47,!13,9.13,taxi,0.00,166.53,101.60
18.00,137.76,7076.14,0.80,3.08,0.15,180.00,HBEFA3/PC_G_EU4,0.00,2256.95,14,E5_0,69.53,25.44,!14,8.37,taxi,0.00,98.40,174.56
18.00,141.80,6447.79,0.80,2.82,0.13,180.00,HBEFA3/PC_G_EU4,0.00,2056.55,15,E4_0,69.44,18.88,!15,6.87,taxi,0.00,98.40,281.12
18.00,140.75,4353.38,0.74,1.92,0.09,90.00,HBEFA3/PC_G_EU4,0.00,1388.55,16,E0_0,66.99,10.31,!16,3.70,taxi,0.00,-89.69,98.40
18.00,164.78,2624.72,0.81,1.20,0.07,180.00,HBEFA3/PC_G_EU4,0.00,837.22,18,E4_0,55.94,5.10,!18,0.00,taxi,0.00,98.40,294.90
18.00,0.00,1755.58,0.00,0.45,0.00,90.00,HBEFA3/PC_G_EU4,0.00,559.97,2,E3_0,63.66,82.11,!2,13.11,taxi,0.00,282.11,98.40
18.00,112.79,7065.44,0.68,3.01,0.14,270.00,HBEFA3/PC_G_EU4,0.00,2253.54,3,-E1_0,68.47,28.78,!3,10.95,taxi,0.00,64.02,101.60
18.00,153.89,9049.31,0.92,3.95,0.19,0.00,HBEFA3/PC_G_EU4,0.00,2886.28,4,-E6_0,71.33,30.87,!4,10.92,taxi,0.00,101.60,30.87
18.00,28.69,3866.93,0.22,1.44,0.05,180.00,HBEFA3/PC_G_EU4,0.00,1233.38,9,E4_0,65.39,85.71,!9,13.37,taxi,0.00,98.40,214.29
19.00,157.56,9737.45,0.95,4.24,0.21,180.00,HBEFA3/PC_G_EU4,0.00,3105.76,10,E4_0,71.69,53.27,!10,12.23,taxi,0.00,98.40,246.73
19.00,6.81,2668.66,0.09,0.88,0.02,0.00,HBEFA3/PC_G_EU4,0.00,851.19,11,-E6_0,64.21,66.79,!11,12.96,taxi,0.00,101.60,66.79
19.00,166.35,9960.70,1.00,4.36,0.21,270.00,HBEFA3/PC_G_EU4,0.00,3176.97,13,-E2_0,72.24,45.16,!13,11.68,taxi,0.00,154.84,101.60
19.00,151.80,8887.97,0.91,3.87,0.19,180.00,HBEFA3/PC_G_EU4,0.00,2834.83,14,E5_0,71.17,36.21,!14,10.77,taxi,0.00,98.40,163.79
19.00,102.74,5377.99,0.59,2.28,0.10,180.00,HBEFA3/PC_G_EU4,0.00,1715.33,15,E4_0,66.27,27.26,!15,8.37,taxi,0.00,98.40,272.74
19.00,142.44,6050.16,0.79,2.65,0.13,90.00,HBEFA3/PC_G_EU4,0.00,1929.73,16,E0_0,69.22,16.46,!16,6.15,taxi,0.00,-83.54,98.40
19.00,147.92,2973.38,0.74,1.33,0.07,180.00,HBEFA3/PC_G_EU4,0.00,948.42,18,E4_0,62.67,6.51,!18,1.41,taxi,0.00,98.40,293.49
19.00,0.00,2284.85,0.04,0.70,0.01,90.00,HBEFA3/PC_G_EU4,0.00,728.78,2,E3_0,64.03,95.22,!2,13.11,taxi,0.00,295.22,98.40
19.00,123.36,8262.06,0.76,3.53,0.17,270.00,HBEFA3/PC_G_EU4,0.00,2635.19,3,-E1_0,69.73,41.54,!3,12.76,taxi,0.00,51.26,101.60
19.00,138.10,9035.62,0.85,3.89,0.19,0.00,HBEFA3/PC_G_EU4,0.00,2881.91,4,-E6_0,70.62,43.80,!4,12.93,taxi,0.00,101.60,43.80
19.00,0.00,0.00,0.00,0.00,0.00,180.00,HBEFA3/PC_G_EU4,0.00,0.00,9,E4_0,63.30,98.78,!9,13.07,taxi,0.00,98.40,201.22
20.00,24.08,3377.90,0.19,1.23,0.04,180.00,HBEFA3/PC_G_EU4,0.00,1077.40,10,E4_0,64.58,65.85,!10,12.58,taxi,0.00,98.40,234.15
20.00,52.83,5154.40,0.36,2.04,0.09,0.00,HBEFA3/PC_G_EU4,0.00,1644.01,11,-E6_0,66.64,80.54,!11,13.75,taxi,0.00,101.60,80.54
20.00,13.30,2574.88,0.12,0.87,0.02,270.00,HBEFA3/PC_G_EU4,0.00,821.28,13,-E2_0,63.42,56.96,!13,11.81,taxi,0.00,143.04,101.60
20.00,122.96,8184.34,0.76,3.49,0.17,180.00,HBEFA3/PC_G_EU4,0.00,2610.40,14,E5_0,69.66,48.80,!14,12.59,taxi,0.00,98.40,151.20
20.00,142.67,8384.46,0.85,3.64,0.17,180.00,HBEFA3/PC_G_EU4,0.00,2674.23,15,E4_0,70.48,37.89,!15,10.63,taxi,0.00,98.40,262.11
20.00,123.62,6257.25,0.71,2.70,0.13,90.00,HBEFA3/PC_G_EU4,0.00,1995.77,16,E0_0,68.07,24.57,!16,8.12,taxi,0.00,-75.43,98.40
20.00,133.93,3450.07,0.69,1.51,0.07,180.00,HBEFA3/PC_G_EU4,0.00,1100.45,18,E4_0,63.68,9.41,!18,2.91,taxi,0.00,98.40,290.59
20.00,18.12,3246.62,0.16,1.15,0.04,270.00,HBEFA3/PC_G_EU4,0.00,1035.53,3,-E1_0,64.72,54.58,!3,13.04,taxi,0.00,38.22,101.60
20.00,0.00,2257.22,0.04,0.69,0.01,0.00,HBEFA3/PC_G_EU4,0.00,719.96,4,-E6_0,63.89,56.72,!4,12.93,taxi,0.00,101.60,56.72
20.00,17.08,3297.88,0.15,1.17,0.04,180.00,HBEFA3/PC_G_EU4,0.00,1051.88,9,E5_0,64.93,12.04,!9,13.36,taxi,0.00,98.40,187.96
21.00,0.00,0.00,0.00,0.00,0.00,180.00,HBEFA3/PC_G_EU4,0.00,0.00,10,E4_0,62.74,78.13,!10,12.29,taxi,0.00,98.40,221.87
21.00,0.00,0.00,0.00,0.00,0.00,0.00,HBEFA3/PC_G_EU4,0.00,0.00,11,-E6_0,56.04,89.79,!11,9.25,taxi,0.00,101.60,89.79
21.00,78.54,6153.62,0.50,2.53,0.11,270.00,HBEFA3/PC_G_EU4,0.00,1962.71,13,-E2_0,67.39,69.92,!13,12.96,taxi,0.00,130.08,101.60
21.00,43.21,4528.48,0.30,1.75,0.07,180.00,HBEFA3/PC_G_EU4,0.00,1444.38,14,E5_0,65.90,62.04,!14,13.24,taxi,0.00,98.40,137.96
21.00,137.90,8935.69,0.84,3.85,0.19,180.00,HBEFA3/PC_G_EU4,0.00,2850.04,15,E4_0,70.56,50.55,!15,12.66,taxi,0.00,98.40,249.45
21.00,112.04,6549.48,0.67,2.79,0.13,90.00,HBEFA3/PC_G_EU4,0.00,2088.97,16,E0_0,67.93,34.42,!16,9.85,taxi,0.00,-65.58,98.40
21.00,134.79,4983.06,0.73,2.18,0.10,180.00,HBEFA3/PC_G_EU4,0.00,1589.38,18,E4_0,67.39,14.46,!18,5.05,taxi,0.00,98.40,285.54
21.00,164.78,2624.72,0.81,1.20,0.07,270.00,HBEFA3/PC_G_EU4,0.00,837.22,21,-E3_0,55.94,5.10,!21,0.00,taxi,0.00,294.90,101.60
21.00,15.59,3209.76,0.14,1.13,0.04,270.00,HBEFA3/PC_G_EU4,0.00,1023.77,3,-E1_0,64.83,67.89,!3,13.31,taxi,0.00,24.91,101.60
21.00,67.77,5930.18,0.45,2.40,0.11,0.00,HBEFA3/PC_G_EU4,0.00,1891.44,4,-E6_0,67.39,70.64,!4,13.92,taxi,0.00,101.60,70.64
21.00,2.24,2604.51,0.07,0.84,0.02,180.00,HBEFA3/PC_G_EU4,0.00,830.73,9,E5_0,64.47,25.48,!9,13.45,taxi,0.00,98.40,174.52
22.00,0.00,0.00,0.00,0.00,0.00,180.00,HBEFA3/PC_G_EU4,0.00,0.00,10,E4_0,61.29,89.70,!10,11.57,taxi,0.00,98.40,210.30
22.00,0.00,0.00,0.00,0.00,0.00,357.19,HBEFA3/PC_G_EU4,0.00,0.00,11,:J2_8_0,48.00,1.73,!11,4.75,taxi,0.00,101.36,94.51
22.00,0.00,0.00,0.00,0.00,0.00,270.00,HBEFA3/PC_G_EU4,0.00,0.00,13,-E2_0,59.28,81.00,!13,11.08,taxi,0.00,119.00,101.60
22.00,0.00,0.00,0.00,0.00,0.00,180.00,HBEFA3/PC_G_EU4,0.00,0.00,14,E5_0,62.74,74.80,!14,12.77,taxi,0.00,98.40,125.20
22.00,0.00,1726.60,0.00,0.45,0.00,180.00,HBEFA3/PC_G_EU4,0.00,550.72,15,E4_0,63.21,63.05,!15,12.51,taxi,0.00,98.40,236.95
22.00,96.22,6399.95,0.59,2.69,0.12,90.00,HBEFA3/PC_G_EU4,0.00,2041.28,16,E0_0,67.53,45.71,!16,11.29,taxi,0.00,-54.29,98.40
22.00,135.49,6388.60,0.77,2.78,0.13,180.00,HBEFA3/PC_G_EU4,0.00,2037.67,18,E4_0,68.90,21.76,!18,7.30,taxi,0.00,98.40,278.24
22.00,147.39,3230.99,0.75,1.44,0.07,270.00,HBEFA3/PC_G_EU4,0.00,1030.58,21,-E3_0,64.37,6.86,!21,1.76,taxi,0.00,293.14,101.60
22.00,0.00,0.00,0.00,0.00,0.00,270.00,HBEFA3/PC_G_EU4,0.00,0.00,3,-E1_0,61.78,80.33,!3,12.44,taxi,0.00,12.47,101.60
22.00,0.00,0.00,0.00,0.00,0.00,0.00,HBEFA3/PC_G_EU4,0.00,0.00,4,-E6_0,56.27,80.05,!4,9.42,taxi,0.00,101.60,80.05
22.00,0.00,1964.87,0.00,0.54,0.00,180.00,HBEFA3/PC_G_EU4,0.00,626.72,9,E5_0,63.97,38.84,!9,13.35,taxi,0.00,98.40,161.16
23.00,23.24,3076.15,0.18,1.10,0.03,180.00,HBEFA3/PC_G_EU4,0.00,981.16,10,E5_0,63.91,1.46,!10,11.86,taxi,0.00,98.40,198.54
23.00,0.00,0.00,0.00,0.00,0.00,355.31,HBEFA3/PC_G_EU4,0.00,0.00,11,:J2_8_0,41.08,2.89,!11,1.15,taxi,0.00,101.19,95.65
23.00,0.00,0.00,0.00,0.00,0.00,270.00,HBEFA3/PC_G_EU4,0.00,0.00,13,-E2_0,52.18,87.77,!13,6.77,taxi,0.00,112.23,101.60
23.00,0.00,0.00,0.00,0.00,0.00,180.00,HBEFA3/PC_G_EU4,0.00,0.00,14,E5_0,60.04,86.16,!14,11.36,taxi,0.00,98.40,113.84
