3,82921.536203,1
143,162256.324795,1
146,114300.736035,1
141,104848.312735,1
136,131944.271325,1
133,126601.888594,1
154,151878.422897,1
31,173340.451586,1
27,146805.48155,1
24,156956.460271,1
21,152333.969008,1
23,153924.739936,1
132,215796.23015,1
11,138255.528985,1
16,159927.986519,1
4,178621.814081,1
14,77731.769899,1
13,143796.610653,1
18,101727.968237,1
15,118201.403434,1
10,116577.536308,1
9,118158.137054,1
29,108783.187084,1
106,87128.075718,2
121,155250.872484,2
101,87539.528483,2
107,73204.31471,2
90,69971.095364,2
111,152751.032874,2
127,83864.868473,2
116,142110.927187,2
113,168211.574508,2
95,115479.368091,2
103,119865.557329,2
99,38675.099655,2
92,77577.672446,2
108,202822.468188,2
89,72066.867549,2
84,184086.471369,2
109,197846.465482,2
130,159295.895583,2
120,169821.248357,2
96,215476.748384,2
114,172738.075988,2
100,63231.622495,2
119,128820.979741,2
32,255113.521363,3
81,1005270.165289,3
49,255746.72055,3
74,977241.192307,3
34,394518.528792,3
44,488227.345196,3
33,659185.88845,3
37,579168.334682,3
41,544322.826374,3
77,256656.643255,3
73,979469.780216,3
40,847759.697995,3
35,841626.916291,3
78,489638.745053,3
57,627871.184759,3
69,729666.495022,3
66,665713.672765,3
79,590878.908692,3
64,326729.240417,3
82,579800.071714,3
